payment_id,account_id,recipient,amount,payment_date,payment_method
39068,2499,"Erickson, Williams and Collins",1.0,2015-11-06,Debit Card
39070,62424,Yang-Strong,796286920.0,2000-12-13,Debit Card
39072,51343,Cunningham PLC,57419523.0,1997-04-26,Mobile Payment
39080,52052,Brown-Gonzalez,94.0,1990-01-26,Contactless Card
39082,54364,Lynch-Mason,2.0,2007-06-10,Credit Card
39084,11349,Garner PLC,8536.0,1982-11-18,Check
39091,1115,"Mcguire, Martinez and Gonzales",62.0,1983-05-24,E-wallet
39096,15812,"Sandoval, Morris and Gomez",165.0,1984-11-26,Contactless Card
39097,2592,Singh-Washington,5.0,1980-08-31,Prepaid Card
39098,57477,Flores-Martinez,86.0,2012-08-29,Debit Card
39100,18327,Russell Ltd,987646505.0,2015-02-20,Mobile Payment
39102,49054,Chen LLC,2782822.0,1971-04-13,Mobile Payment
39106,47995,Clarke Inc,55957.0,1989-08-05,Cryptocurrency
39109,43439,Miranda-James,3421.0,1981-10-04,Cryptocurrency
39113,33246,"Martin, Jordan and Carr",24.0,2018-09-22,Credit Card
39115,64352,"Shaw, Garcia and Collins",44936538.0,1970-06-18,Mobile Payment
39117,57243,Rios-Andrews,2.0,1971-12-02,Credit Card
39120,32843,Estrada-Patel,28516012.0,1970-09-28,Mobile Payment
39122,39305,Zimmerman LLC,25014.0,1980-10-21,Debit Card
39127,38828,Hopkins Inc,200344196.0,2017-12-12,Contactless Card
39131,27658,Nash Group,653.0,1975-08-17,Contactless Card
39132,40868,Everett PLC,71497.0,1991-03-11,Check
39134,62291,Austin-Valdez,7359.0,1982-04-27,Debit Card
39135,61210,Nolan Ltd,7901067.0,2009-11-12,E-wallet
39137,7284,"Ramirez, Wolfe and Ellis",37349434.0,1978-12-11,Cash
39138,44949,Adams Group,7776946.0,2018-03-10,Check
39148,23922,Harrell-Boyd,541078909.0,2000-12-21,Credit Card
39149,28267,Johnson-Daniels,1269.0,2017-07-19,Check
39151,63588,Campbell Inc,375797.0,1977-12-05,Cash
39153,48168,"Horn, Haynes and Marshall",68896094.0,1987-01-28,E-wallet
39165,41234,Miller-Fowler,88.0,1994-06-20,Check
39169,16400,Fernandez and Sons,0.0,1978-06-10,Prepaid Card
39175,61900,Cooper-Hernandez,6308391.0,2000-11-27,Cash
39182,31647,Cooper Ltd,987431.0,1978-11-23,E-wallet
39185,7322,Rojas-Haney,8.0,2020-04-01,Mobile Payment
39190,64695,"Rice, Howard and Cortez",4.0,2006-02-13,Debit Card
39192,31210,"Smith, Alvarez and Silva",86.0,2007-12-21,Cash
39195,6620,"Wolfe, Miller and Buck",2412006.0,2019-11-26,Bank Transfer
39197,12851,Estrada Group,638570134.0,1974-06-02,Check
39199,12518,"Lawrence, Martin and May",70.0,1981-06-06,Check
39201,48330,"Lynn, Adams and Thomas",6315.0,1990-03-18,E-wallet
39202,39142,Sweeney Group,8.0,2001-10-30,E-wallet
39204,10824,Barker LLC,8392296.0,2001-07-06,Cash
39207,42689,"Williams, Perez and Lewis",94214746.0,2003-08-21,Bank Transfer
39211,29166,"Webb, Hansen and Li",4854.0,1995-02-12,Cryptocurrency
39217,5269,Johnson-Collins,527.0,1976-08-01,Cash
39218,44626,"White, Reed and Mcdonald",10.0,2019-02-19,E-wallet
39219,23548,"Brown, Smith and Elliott",9317287.0,2019-12-20,Credit Card
39223,59537,"Jones, Gomez and Rasmussen",7.0,2000-11-01,Cash
39226,3588,Mathis Inc,82812.0,2003-12-13,Check
39227,13601,Fisher-Holland,51.0,1982-12-04,Check
39228,69,"Nguyen, Patterson and Johnson",796784.0,2023-10-09,E-wallet
39232,19849,Cole LLC,6692.0,1983-12-09,Credit Card
39233,8680,Harris-Casey,70.0,1998-10-26,Cash
39234,10952,Palmer-Lee,4.0,1972-11-28,E-wallet
39241,62517,"Daniels, Kelly and Patterson",9.0,1974-07-22,E-wallet
39243,40535,Freeman-Gomez,7713.0,1998-07-08,Prepaid Card
39244,25434,Conley PLC,76.0,2013-07-09,Cash
39245,54557,"Mann, Tran and Stewart",37575.0,2009-06-21,Contactless Card
39254,26338,"Harrington, Weeks and Adams",66.0,1971-01-04,Check
39258,27560,Rodriguez-Rivera,331.0,1975-05-11,Bank Transfer
39263,55843,"Schultz, Lyons and Dickson",5.0,1988-04-02,Cash
39264,60966,Brown-Kidd,4.0,2010-06-25,E-wallet
39266,20647,Blackwell-Scott,31906894.0,1975-07-21,Cash
39267,14563,Ball and Sons,76503.0,2013-05-24,Prepaid Card
39275,44474,Martinez Group,1.0,1978-08-17,E-wallet
39278,26662,Hays-Cole,2696.0,2008-10-14,Debit Card
39280,39776,"Mccullough, Tucker and King",46385034.0,1996-12-09,Debit Card
39283,37354,"Miller, Palmer and King",87.0,2004-02-16,Debit Card
39285,9602,"Palmer, Gibbs and Lowe",99644.0,1993-09-06,Debit Card
39288,16537,Taylor Inc,312.0,1999-12-16,Debit Card
39289,36239,"Bates, Rivers and Dixon",837778.0,2000-06-23,Check
39292,32493,Jackson-Miller,629.0,2015-03-09,Contactless Card
39296,32525,"Sanchez, Richards and Maldonado",761.0,2005-08-13,Credit Card
39297,20367,Sanders-Brown,2645.0,1987-11-20,Mobile Payment
39304,6239,Turner Inc,74095.0,1971-04-04,E-wallet
39306,48070,"Williams, Gordon and Jackson",7751.0,1993-08-26,Credit Card
39308,35083,Tucker LLC,92.0,1983-05-17,Contactless Card
39309,63985,"Serrano, Lewis and Jones",705978255.0,2012-06-20,Contactless Card
39311,41962,"Mcdonald, Holmes and Brown",781983.0,2006-06-11,Cash
39315,37216,Hayes Ltd,34352332.0,2010-05-20,Debit Card
39316,62194,"Morrison, Jones and Moreno",698.0,2022-08-01,Credit Card
39318,55359,Wang-Gonzalez,3617.0,2012-03-19,Debit Card
39326,29606,Richards Ltd,9.0,1982-10-07,Cash
39332,13541,"Skinner, Willis and Jones",1249272.0,2007-05-25,Bank Transfer
39333,64445,"Gregory, Clark and Gregory",485938.0,1999-09-10,Contactless Card
39338,62028,Warren Inc,6.0,1986-07-20,Check
39342,55842,"Sanders, Esparza and Bryant",701108.0,1972-10-30,Mobile Payment
39350,8625,Williams-Roth,27.0,2021-12-19,Credit Card
39351,22549,"Rojas, Black and Warner",123507573.0,1992-06-19,Cash
39359,2496,Roman and Sons,634.0,1993-08-21,Debit Card
39361,31912,Hines-Benitez,67.0,1982-07-21,Contactless Card
39362,18767,Brown Ltd,652.0,2023-01-02,Credit Card
39367,12941,Evans-Allen,282508.0,2005-02-23,Credit Card
39370,60791,Sullivan-Sims,283.0,2011-12-15,Debit Card
39375,52821,Acevedo Group,16.0,1975-10-17,Bank Transfer
39378,54455,Serrano-Murphy,5073780.0,1982-07-14,Contactless Card
39380,49672,Nunez PLC,7274059.0,1983-02-09,E-wallet
39381,33014,Clarke-Shaw,5883.0,1989-09-18,Check
39385,62517,Khan Inc,245438.0,1977-04-05,Cryptocurrency
39387,45662,Santiago Ltd,2.0,1992-09-11,Credit Card
39388,20038,Hall-Floyd,2411.0,2011-06-22,E-wallet
39397,61275,"Christensen, Gray and Ross",3741078.0,1976-01-04,Cash
39399,53523,Thompson Inc,468988340.0,2019-05-19,Contactless Card
39402,22572,Shepard-Barnes,34749309.0,2007-09-30,Cryptocurrency
39403,64145,George-Johnson,526280.0,2018-07-13,Cash
39404,4136,Gay PLC,5.0,1983-10-28,Credit Card
39406,24036,"Kennedy, Smith and Torres",4361029.0,1989-11-10,Debit Card
39411,10119,"Ross, Howard and Jensen",6312940.0,2020-05-10,Contactless Card
39412,20343,Bradshaw-Berg,8032.0,2002-01-19,E-wallet
39415,36119,"Thomas, Terry and Bell",5417.0,1978-09-13,Bank Transfer
39416,53705,Acevedo-Jenkins,9859320.0,1970-09-12,Check
39417,4846,"Brown, Page and Pena",87015.0,1984-04-14,Credit Card
39424,51575,Brennan-Robinson,106346.0,1984-05-09,E-wallet
39426,6385,Sanchez Inc,3256331.0,2004-09-02,Prepaid Card
39429,3358,Mcknight Ltd,55094587.0,1977-11-08,Credit Card
39430,60844,Jones-Nguyen,3749234.0,2008-03-26,Bank Transfer
39431,47221,Lloyd-Garcia,81866.0,1974-09-21,Debit Card
39432,7110,"Santana, Stephens and Brown",3745802.0,1991-10-19,E-wallet
39436,14382,Hammond Group,80375.0,2019-10-28,Prepaid Card
39442,27398,"Wright, Foster and George",10.0,1973-08-05,Check
39454,5201,"Bell, Paul and Smith",954675.0,2020-12-12,Mobile Payment
39455,18945,Ramirez Ltd,151290.0,2008-08-11,E-wallet
39456,41320,Hernandez Group,199309149.0,1990-03-13,Mobile Payment
39458,30745,Hughes Group,69616.0,1979-08-09,Cryptocurrency
39461,6133,James-Stanley,5840690.0,2007-06-14,Credit Card
39463,51030,Adams-Adams,951886.0,1977-01-16,Contactless Card
39469,3810,Delgado-Gutierrez,19456.0,1986-06-10,Check
39470,21422,"Wilson, Perez and Ibarra",88.0,1977-11-23,Check
39471,56149,Jones Ltd,8300776.0,2014-04-28,E-wallet
39473,16637,"Moore, Moore and Hernandez",3684817.0,1987-10-22,Debit Card
39476,7416,Lewis-Melton,68189.0,2010-05-07,Contactless Card
39477,45258,Roberson-Oliver,1087152.0,1986-12-10,Cryptocurrency
39483,36545,Smith LLC,128170.0,1984-02-18,Credit Card
39484,10455,"Vargas, Elliott and Gonzales",73366044.0,1994-09-13,Prepaid Card
39490,21051,Gibson-Alexander,4376.0,1986-09-16,Credit Card
39491,32513,Rivera Inc,23.0,1974-04-27,Debit Card
39493,14382,Smith LLC,6.0,2014-05-19,Mobile Payment
39494,51285,Merritt-Smith,2751.0,1981-03-01,Mobile Payment
39495,19652,"Mcdaniel, Henry and Estes",204942777.0,2011-09-29,Debit Card
39500,5319,Walter-Chase,25341.0,1990-03-01,Contactless Card
39501,3354,"Sanders, Clark and Barry",3.0,2002-10-28,E-wallet
39504,1989,Soto-Murphy,5837.0,2007-08-03,Bank Transfer
39520,61258,"Guerrero, Hess and Barnes",526641.0,1989-03-22,Prepaid Card
39522,23818,"Hickman, Duke and Strong",5352.0,2016-03-16,Cash
39523,21003,Newman PLC,9808.0,1997-03-11,Cryptocurrency
39529,50909,"Morris, Terrell and Le",9.0,2001-11-19,Mobile Payment
39531,13578,Jones-Mercer,448440.0,1973-03-02,Cash
39533,57745,"Ray, Johnson and Wood",600.0,1993-03-01,Cryptocurrency
39537,557,Kaufman-Oconnor,3117.0,2021-02-07,Mobile Payment
39538,44322,Grimes Inc,71171083.0,2019-07-25,Prepaid Card
39541,65018,Woods and Sons,64.0,1996-11-23,Prepaid Card
39543,61633,Gomez-Brooks,883635.0,1983-11-15,Check
39545,38481,"Nelson, Martin and Harris",4507104.0,1994-01-03,Cryptocurrency
39551,594,Terry-Ramirez,713918.0,1976-05-26,Contactless Card
39556,35581,"Miller, Collins and Scott",88805.0,1976-01-02,Cryptocurrency
39558,22251,"Owens, Hunt and French",5558.0,1970-05-14,Debit Card
39559,64050,Whitney-Evans,8.0,1996-03-26,E-wallet
39567,13279,"Gibbs, Short and Schultz",458714209.0,2019-02-07,Cash
39570,41743,May Ltd,58769.0,2003-11-15,Check
39572,30268,Allen-Fields,47527578.0,2000-02-20,Cash
39575,10688,Cervantes PLC,3751365.0,2012-11-25,Debit Card
39576,32016,Dean-Walsh,829545.0,2001-08-01,Prepaid Card
39581,919,"Ruiz, Arnold and Sexton",86689531.0,2014-12-22,Mobile Payment
39582,51778,James-Wright,23.0,2014-10-11,Cash
39583,57916,Allen-Ellison,55.0,2017-12-31,Check
39586,64643,"Walters, Best and Coleman",868060563.0,2016-09-24,Credit Card
39587,49972,Sanchez PLC,727366730.0,2006-05-07,Check
39589,42417,Davis LLC,8960641.0,1997-11-28,Contactless Card
39596,41048,"Stanley, Ford and Dominguez",11443401.0,2019-11-15,Cryptocurrency
39597,57733,Hendrix-Long,2.0,1992-04-28,Bank Transfer
39606,17670,Black-Moore,363.0,1985-04-13,Cash
39611,20301,"Johnson, Delacruz and Gonzalez",69953.0,1980-06-24,Cryptocurrency
39612,37415,"Johnson, Reynolds and Russell",7.0,2020-07-17,Bank Transfer
39614,53851,Smith-Good,64.0,2014-11-26,Credit Card
39621,31100,Jacobs PLC,89085012.0,2022-04-22,Prepaid Card
39622,5417,"Sanders, Williams and Johnson",18201696.0,1997-12-01,Cash
39625,56881,"Davis, Garcia and Davis",560456.0,1974-06-09,Cryptocurrency
39626,35424,Barrera-Vega,13.0,2017-07-30,Prepaid Card
39627,15921,Davis Inc,7510868.0,1973-09-02,Cash
39630,52873,Phillips-Brady,2573999.0,1983-08-18,Contactless Card
39632,20343,Banks and Sons,5.0,1996-10-25,Debit Card
39638,27560,Daniels-Santos,962538.0,1980-02-23,Cryptocurrency
39641,63382,Greene-Johnson,400.0,1977-01-18,Credit Card
39644,18885,"Rice, Frazier and Davidson",503.0,1990-11-20,Credit Card
39648,5138,Frazier-Carter,349753.0,1997-05-17,Mobile Payment
39652,10989,Fitzpatrick LLC,43160.0,1991-12-30,Debit Card
39653,1378,"Hunter, Miller and Moses",379.0,1976-04-29,Credit Card
39659,5319,Doyle-Cunningham,194274.0,2021-12-06,Check
39661,56508,Wong-Leon,22869.0,1997-12-14,Cash
39667,18584,Brooks-Jones,887541.0,2013-06-24,Check
39668,64158,Thomas Group,379058953.0,2023-06-16,Bank Transfer
39670,55228,Davis-Mcgee,67062643.0,2012-07-19,Cash
39673,65098,"Jones, Castillo and Reynolds",8.0,2008-06-24,E-wallet
39676,54560,Jones LLC,367101032.0,2021-10-20,Mobile Payment
39678,40029,"Golden, Thompson and Pearson",401530199.0,1979-01-22,Bank Transfer
39685,63132,"Ware, Smith and Johnston",47813.0,2008-02-08,Cash
39686,62423,"Brown, Henry and Duran",8601384.0,2022-04-30,Contactless Card
39692,33123,"Bishop, Peterson and Wolf",890171590.0,1971-10-26,Bank Transfer
39693,5912,"Harrell, White and Krueger",25279985.0,1977-12-20,Mobile Payment
39694,20788,"Hahn, Garza and Middleton",5479728.0,2019-11-20,Check
39698,48867,Tucker Inc,89539030.0,1978-05-24,Debit Card
39699,47810,Wilson Inc,576713.0,1990-06-17,Bank Transfer
39702,3213,Todd and Sons,4284.0,1992-07-02,E-wallet
39705,17617,"Smith, Franco and Cruz",98.0,2009-08-23,Debit Card
39707,60762,Whitaker-Mcmahon,989.0,2006-12-18,Contactless Card
39708,8526,Nelson Ltd,567227.0,1992-02-02,Debit Card
39721,50802,Smith Inc,26.0,2007-03-06,E-wallet
39724,53162,Powers-Miller,797689897.0,1974-12-14,Bank Transfer
39726,64961,Hart-Green,37941.0,1975-06-08,Debit Card
39733,6824,Grant Inc,8548.0,2000-02-24,Cryptocurrency
39735,54249,"Martin, Frye and Stone",324614619.0,1991-08-12,Check
39739,42240,"Lopez, Little and Perez",92955431.0,2007-07-27,Contactless Card
39748,43784,Stokes Group,4660.0,1984-05-28,Cash
39750,10749,"Hubbard, Coleman and Lara",4065709.0,2011-09-16,Mobile Payment
39751,33882,Johnson-Stafford,853913765.0,1983-05-13,Cryptocurrency
39753,24694,Martinez and Sons,74550.0,1998-08-29,Bank Transfer
39761,52235,"Scott, Reid and Rush",323.0,2003-08-01,Bank Transfer
39762,48953,Bailey Ltd,20731.0,1993-03-13,Prepaid Card
39770,59339,Ferguson Ltd,85377894.0,2003-12-01,Contactless Card
39778,41689,"Rosales, Benton and Shaw",72.0,1972-02-09,Cryptocurrency
39782,62648,"Adams, Stone and Anderson",53669642.0,1986-10-26,Cash
39785,51071,Taylor Group,125845718.0,2009-12-18,Mobile Payment
39788,60090,"Smith, Trevino and Smith",628.0,1979-04-03,E-wallet
39795,7950,"Lewis, Roberts and Johnson",364.0,2020-09-26,Check
39800,3607,Norman-Luna,9684.0,2023-11-27,Debit Card
39801,11916,Villarreal-Young,3662.0,1972-12-20,Bank Transfer
39803,42109,"Barnett, Holloway and Mcdonald",75.0,1997-04-19,Cash
39804,31026,Welch-Richardson,6.0,1976-05-13,Cryptocurrency
39807,14255,"Campbell, Burch and Mcintosh",93419615.0,1980-12-10,Debit Card
39816,42549,"Graves, Turner and Collins",4276802.0,2008-11-22,Check
39817,23586,Campbell Inc,4.0,1970-10-06,Prepaid Card
39818,26834,Floyd LLC,521097663.0,2002-06-30,E-wallet
39822,1099,Robinson-Johnson,3741.0,2007-08-10,Debit Card
39828,23086,Wilson-Porter,1054.0,1997-06-12,Cryptocurrency
39829,57823,Elliott LLC,219689451.0,2013-07-30,Prepaid Card
39830,41077,Smith and Sons,9080.0,2013-05-14,Bank Transfer
39833,60397,Simmons PLC,705178912.0,2013-03-15,Bank Transfer
39835,48545,"Vazquez, Schultz and Bowen",25716.0,1997-11-12,Check
39838,51992,Delacruz Group,272.0,2005-09-07,Check
39843,49148,Moyer-Williams,8489057.0,2012-08-11,Mobile Payment
39844,14721,Moore-Zimmerman,40.0,1996-05-17,Bank Transfer
39846,65105,Hardin and Sons,8037888.0,1989-12-16,E-wallet
39847,8787,"Roberts, Tucker and Burton",929527.0,1972-08-12,Credit Card
39848,30897,Hopkins PLC,344583920.0,2000-10-04,Check
39862,43980,Horn Ltd,667983553.0,1992-06-29,Prepaid Card
39871,41742,Martinez Group,233494.0,2010-11-05,Debit Card
39874,11194,Brown-Crosby,58099.0,1992-06-29,Bank Transfer
39875,42812,Walton-Mason,95.0,2023-04-14,Bank Transfer
39876,32628,Wright-Davis,6064358.0,1993-09-19,Check
39883,13800,Kennedy-Tate,888301091.0,2010-01-29,Prepaid Card
39884,38832,Brewer PLC,868.0,1975-01-14,Mobile Payment
39887,22670,Hartman-Dunn,59153829.0,1975-07-16,Debit Card
39889,46318,"Mitchell, Moon and Hubbard",5865.0,2016-12-29,E-wallet
39891,41515,Wilson LLC,25304.0,1982-01-23,Debit Card
39895,20044,Potts and Sons,262922.0,2009-05-10,Cash
39899,57830,Singh Group,294.0,2020-03-08,Mobile Payment
39901,64899,"Grant, Green and Brown",193837.0,2002-06-26,Cryptocurrency
39902,28378,"Wright, Newton and Weber",81567.0,2009-12-11,Cryptocurrency
39903,49827,"Anderson, Aguilar and Taylor",8428225.0,1985-06-24,Cryptocurrency
39905,5784,Rivera LLC,3375225.0,2022-07-06,Check
39908,44534,Williams PLC,17407152.0,2014-08-22,Prepaid Card
39914,16277,Page LLC,8027729.0,1986-12-19,Bank Transfer
39916,27994,Wallace-Powell,191869.0,2008-09-30,Cryptocurrency
39919,41674,Sullivan Ltd,6792.0,1973-09-30,Contactless Card
39921,48770,Gutierrez-Reyes,33548556.0,2019-04-23,Credit Card
39927,2610,Willis Ltd,256857809.0,2001-07-09,Contactless Card
39928,17836,Hayden-Lee,403430036.0,2022-04-28,Check
39929,20044,"Powell, Hunt and Jones",993604.0,2004-09-19,E-wallet
39930,44148,"Pierce, Rice and Benitez",25.0,1985-11-18,Bank Transfer
39936,23483,Herrera-Reed,486909759.0,1999-05-03,Prepaid Card
39941,19645,Russell Group,12130946.0,1995-06-07,Check
39943,40885,Gonzalez Inc,401677.0,1987-12-15,Debit Card
39944,52115,Medina Ltd,82.0,2007-02-27,Cryptocurrency
39945,3048,Tran Inc,7443.0,1998-04-01,Debit Card
39947,10593,Green-Floyd,952501.0,1993-03-10,E-wallet
39948,49446,Moore Ltd,499072040.0,2014-03-30,Contactless Card
39949,11868,Lee LLC,25.0,2018-04-02,Check
39950,3178,Wood-Murray,9877077.0,1996-10-18,E-wallet
39955,2480,Oliver Group,9945867.0,2018-08-29,Mobile Payment
39959,17964,"Jackson, Ward and Reyes",19.0,1990-07-24,Prepaid Card
39960,27215,Reed Inc,526054094.0,1988-01-19,Contactless Card
39961,43581,Oneill-Brown,3.0,1970-10-25,Mobile Payment
39962,48195,Gonzalez Ltd,251.0,1986-05-24,Prepaid Card
39963,38088,"Hart, Jones and Palmer",5.0,1995-03-15,Bank Transfer
39964,42619,Baker PLC,9293.0,2006-12-29,Cryptocurrency
39965,23029,Anderson-Meyers,61.0,2021-08-22,E-wallet
39967,2068,"Morales, Wells and Clarke",61.0,2023-11-25,Cash
39968,14483,Williams-Green,2469719.0,2015-11-13,Credit Card
39969,19730,"Romero, Olsen and Shaw",907.0,2021-05-01,Cryptocurrency
39971,9552,"Camacho, Clark and Brown",3037.0,2019-01-25,Cryptocurrency
39975,50647,Baker-Adkins,37976745.0,2008-05-19,Check
39976,47771,"Savage, Hampton and Hahn",93091378.0,1984-09-27,Contactless Card
39979,11733,Ellison Inc,672.0,1995-07-27,Cryptocurrency
39984,7669,"Anderson, Boone and Macias",8857889.0,1985-04-02,Cash
39989,17433,Ellison Ltd,4185072.0,1973-01-21,Mobile Payment
39994,62522,Cain-Lee,191.0,1991-11-27,Bank Transfer
39997,58564,Harris-Nelson,3418849.0,2011-07-30,Credit Card
39998,38660,Berry-Fields,6424.0,1979-06-13,Check
40001,39289,Macdonald Ltd,344724.0,1975-01-25,Prepaid Card
40004,18061,"Mckenzie, Garcia and Davis",34535.0,1999-12-01,Credit Card
40006,47226,Pearson-Hill,588.0,1976-06-06,Bank Transfer
40007,5894,Hendrix PLC,3086.0,1994-07-28,Credit Card
40009,47628,Romero-Clark,4161.0,1975-04-08,Bank Transfer
40010,2781,Travis-Fox,81901.0,1987-07-22,Mobile Payment
40014,63521,Pruitt-Edwards,1.0,2022-02-26,Cash
40016,6196,"Smith, Andrews and Park",757.0,2000-03-27,Cash
40018,18053,Contreras LLC,948.0,2002-02-18,Prepaid Card
40021,17355,Henderson Inc,377780135.0,2009-11-12,E-wallet
40024,34629,Smith-Reyes,7345.0,1973-08-18,Debit Card
40026,12960,Case Group,440246.0,2020-12-15,Contactless Card
40044,27150,"Allen, Patel and Smith",85652.0,1986-01-05,Check
40048,35602,Parker-Lara,9742689.0,1990-08-12,Credit Card
40051,13475,Glover-Bradley,704688715.0,2017-08-20,Cryptocurrency
40053,9005,Boone Group,506.0,2016-08-31,Check
40056,63635,Nunez LLC,15737.0,1971-09-28,Debit Card
40058,51316,Riley-Warren,289645.0,2017-12-31,Check
40062,6625,Miller-Adams,3378761.0,1985-11-22,Debit Card
40064,4893,Roberts PLC,135978787.0,1986-07-07,Bank Transfer
40066,11055,Alvarez-Baird,3854.0,1990-05-03,Debit Card
40068,40125,"Sanders, Owens and Moody",243457693.0,1980-10-03,Check
40070,35855,"Smith, Boyd and Wright",79527377.0,2011-02-02,Cryptocurrency
40086,10187,"Allen, Bryant and Harrison",815343.0,2007-05-29,Credit Card
40091,28314,"Hines, Baker and Lester",1.0,2009-07-30,Bank Transfer
40092,8907,"Wilson, Simpson and West",29.0,1995-04-25,Credit Card
40095,17079,Perez Inc,22504676.0,1986-04-01,Cryptocurrency
40098,21232,"Anderson, Keith and Fisher",8234358.0,1984-06-22,Mobile Payment
40099,23680,"Powell, Beasley and Howe",1444545.0,2000-01-28,Cash
40103,53979,"Kelley, Thompson and Choi",30.0,1998-01-05,Contactless Card
40111,64324,Bautista-Powell,4.0,2009-03-22,Mobile Payment
40114,34713,Wall-Smith,6082764.0,2008-06-19,Prepaid Card
40117,17878,Gilmore-Newton,370971.0,1995-08-08,Credit Card
40121,6653,"Cunningham, Scott and Wilson",157.0,1976-05-22,Cash
40134,37066,French-Bowers,42.0,1975-08-27,Cash
40135,16713,"Silva, Parker and Simpson",62316.0,1982-12-23,Contactless Card
40139,59233,Parks-Cannon,622.0,2013-04-18,Debit Card
40140,1550,Wright-Jackson,66.0,2018-04-02,Credit Card
40141,14584,"Fields, Fernandez and Massey",26407.0,1978-10-23,Debit Card
40142,18587,Powell PLC,242.0,1983-05-27,Check
40145,41986,"Jackson, Brown and Parker",8.0,1992-02-11,Mobile Payment
40146,13131,Oneal Ltd,362759791.0,1990-07-17,Prepaid Card
40148,20195,"Long, Knight and Jones",930588815.0,1976-01-05,Bank Transfer
40151,25094,Weiss PLC,95217.0,2007-01-29,Bank Transfer
40155,46430,Morris PLC,87553.0,2021-04-08,Debit Card
40156,22918,"Cherry, Arellano and Novak",80464442.0,1984-01-21,Check
40161,44247,Stein-Lee,9736.0,2022-04-06,Mobile Payment
40163,5903,Wallace PLC,111.0,1996-04-12,E-wallet
40167,35765,Griffith-Prince,9397.0,1989-06-12,Cryptocurrency
40169,23936,Franklin-Vazquez,27322288.0,2018-05-20,Cryptocurrency
40170,20308,Carpenter Ltd,12.0,1989-12-22,Cash
40172,19493,Green Group,9042743.0,2008-07-21,Mobile Payment
40183,40885,Murphy LLC,445675.0,2002-08-14,Mobile Payment
40185,65351,Johnson-Cochran,615280.0,1974-01-10,Check
40186,15218,Turner Ltd,466.0,1974-07-19,Credit Card
40190,48528,Ramsey Group,502.0,2007-03-17,Check
40192,22718,Dyer-Brown,8241425.0,1986-12-28,Cryptocurrency
40198,44984,"Carlson, Juarez and Miller",1283.0,2010-06-07,Cryptocurrency
40199,16466,Reed Group,54.0,1989-04-07,Cash
40204,33318,"Daniels, Jackson and Horton",6597.0,2021-02-17,Credit Card
40207,4747,Bernard and Sons,467.0,1991-08-02,E-wallet
40211,50677,Gonzalez Ltd,220456.0,1981-11-17,Prepaid Card
40214,12976,Cline PLC,2769495.0,1993-04-08,Credit Card
40215,5956,Ford-Dean,53.0,1971-02-23,Debit Card
40216,17412,"Henry, Michael and Terrell",866.0,2002-03-02,Cash
40220,19882,"Carter, Carter and Stevens",2079782.0,1983-08-16,Contactless Card
40222,34859,Olson-Harris,47347.0,1973-10-18,Cash
40229,13532,Smith-Martinez,34293064.0,1974-04-25,Contactless Card
40232,6023,"Edwards, Murphy and Reid",625.0,1970-09-13,Cash
40234,16813,Hensley PLC,78659955.0,2017-05-08,Cash
40236,58573,Rosales and Sons,4.0,1976-07-27,Mobile Payment
40240,42784,"Lane, Gill and Gates",80.0,2010-10-29,Check
40241,61386,"Valdez, Riddle and Black",4809865.0,2004-01-07,Contactless Card
40243,12086,"Goodwin, Harris and Rodriguez",35.0,1987-12-08,Mobile Payment
40245,58371,Ho-Wood,500554352.0,2007-10-30,Check
40248,5991,Morse Group,4.0,2020-06-20,Contactless Card
40249,44052,Powell-Rice,435970.0,2006-09-12,Credit Card
40250,42019,Williams-Phillips,594179440.0,1997-07-05,Credit Card
40252,64300,Jackson Ltd,14.0,1996-03-21,Debit Card
40253,24863,"Cross, Weiss and Brown",45929.0,1977-05-30,Prepaid Card
40254,51026,"Holt, Larson and Strickland",282.0,2006-09-06,Check
40259,19971,Miller Inc,29599545.0,1980-01-18,Cryptocurrency
40260,31510,Garcia PLC,1853.0,1979-07-31,Cash
40267,43548,Wells-Landry,298500.0,1971-04-29,Bank Transfer
40268,21416,Graham LLC,86574.0,2021-12-12,Mobile Payment
40271,32132,"Erickson, Brennan and Rodriguez",82386121.0,2003-09-15,Prepaid Card
40273,28028,Abbott-Gonzalez,626051.0,1986-12-19,Contactless Card
40277,11143,Robertson Group,8808980.0,2011-11-06,E-wallet
40280,19881,"Brock, Price and Anderson",624528164.0,2014-09-28,Cash
40282,32493,"Smith, Munoz and Hogan",22942395.0,2022-01-29,Bank Transfer
40289,8453,Stewart-Brown,529082646.0,2019-12-28,Cryptocurrency
40294,25131,Johnson-Kirk,5.0,2013-04-18,Prepaid Card
40301,50909,"Mcconnell, Raymond and Garza",768999441.0,1990-11-22,Credit Card
40303,17823,Rogers and Sons,4829840.0,1991-02-05,Bank Transfer
40304,32642,"Harrison, Payne and Cross",972.0,1992-09-01,Bank Transfer
40306,34794,"Weiss, Camacho and Phillips",0.0,2008-01-14,Credit Card
40307,54265,"Clark, Carter and Huffman",9337.0,1978-11-09,Prepaid Card
40308,5258,Williams Inc,995.0,2020-07-10,Credit Card
40309,47622,Rogers PLC,751243.0,2021-08-13,E-wallet
40313,49478,"Mays, Castro and Armstrong",65580.0,1998-08-29,Check
40319,6055,Williams-Erickson,3.0,1991-11-02,Bank Transfer
