log_id,customer_id,communication_type,timestamp
35335,5113,In-person,0 days 14:21:48
35342,24207,In-person,0 days 23:35:26
35345,20694,Postal Mail,0 days 16:29:07
35349,53092,Phone,0 days 13:12:51
35353,12537,In-person,0 days 12:23:12
35354,32108,Online Chat,0 days 07:40:31
35356,9355,Mobile App,0 days 21:55:28
35357,22333,Phone,0 days 01:37:14
35359,3942,Online Chat,0 days 12:46:30
35360,16416,Online Chat,0 days 04:35:33
35366,57267,Email,0 days 17:33:12
35367,61524,Mobile App,0 days 08:28:28
35371,27990,Mobile App,0 days 02:45:46
35373,34676,In-person,0 days 12:01:06
35374,7378,Online Chat,0 days 18:59:07
35377,42489,Email,0 days 12:11:33
35382,8181,In-person,0 days 03:37:34
35385,21244,Email,0 days 21:28:06
35388,29970,Phone,0 days 17:06:04
35392,54401,Phone,0 days 05:45:54
35393,30062,In-person,0 days 13:06:22
35397,29214,Phone,0 days 08:30:50
35404,40681,Postal Mail,0 days 06:56:48
35406,8908,Online Chat,0 days 01:13:34
35407,63950,Phone,0 days 16:53:48
35409,8056,In-person,0 days 02:04:39
35410,43123,Mobile App,0 days 22:12:04
35411,26957,In-person,0 days 03:14:52
35414,8456,In-person,0 days 00:13:38
35415,39622,Email,0 days 01:21:54
35418,55593,Phone,0 days 07:44:14
35420,27860,Email,0 days 20:50:48
35421,23201,Mobile App,0 days 04:54:41
35422,39144,Postal Mail,0 days 15:44:25
35433,33447,Mobile App,0 days 05:35:05
35436,63628,Mobile App,0 days 16:19:02
35437,45340,Online Chat,0 days 08:34:56
35439,37321,Mobile App,0 days 09:49:33
35440,32102,Email,0 days 12:49:48
35441,47099,Mobile App,0 days 02:23:46
35450,24568,Email,0 days 13:46:34
35451,2310,Email,0 days 21:28:58
35455,51325,Online Chat,0 days 03:38:50
35456,19712,Online Chat,0 days 08:38:04
35457,17145,Postal Mail,0 days 18:14:47
35459,2064,Postal Mail,0 days 02:47:36
35460,11180,Mobile App,0 days 09:10:59
35464,55029,Mobile App,0 days 15:32:39
35469,11053,Online Chat,0 days 06:58:44
35472,14869,Online Chat,0 days 13:42:50
35474,31362,Mobile App,0 days 08:36:36
35488,15727,In-person,0 days 04:34:42
35489,38380,Online Chat,0 days 16:59:01
35490,19324,Mobile App,0 days 07:39:05
35492,51423,Online Chat,0 days 15:37:36
35493,13906,In-person,0 days 18:35:08
35504,22312,Mobile App,0 days 14:15:14
35505,12505,Mobile App,0 days 05:59:23
35509,60829,In-person,0 days 21:08:05
35513,29403,Phone,0 days 04:51:50
35517,1237,Online Chat,0 days 14:50:45
35518,8904,Postal Mail,0 days 22:59:48
35523,19067,Postal Mail,0 days 22:50:07
35531,8516,Mobile App,0 days 12:21:32
35534,2403,Email,0 days 21:26:30
35537,6220,Phone,0 days 18:28:14
35541,1528,Mobile App,0 days 01:08:10
35546,16731,Mobile App,0 days 15:56:15
35548,27087,Online Chat,0 days 17:24:08
35552,54958,In-person,0 days 20:19:11
35556,6229,In-person,0 days 21:51:56
35563,10905,Email,0 days 13:25:59
35567,987,Email,0 days 05:58:52
35569,6020,Phone,0 days 16:50:18
35571,23317,Online Chat,0 days 07:22:44
35573,2098,Mobile App,0 days 00:27:42
35574,61224,Mobile App,0 days 03:03:24
35580,26490,Postal Mail,0 days 06:31:03
35583,6804,Email,0 days 03:33:44
35584,63622,Mobile App,0 days 12:10:35
35590,64087,Phone,0 days 16:42:01
35591,5124,Email,0 days 21:12:41
35592,8834,In-person,0 days 17:53:46
35593,17753,Email,0 days 01:35:22
35594,33078,Mobile App,0 days 17:46:58
35596,6831,Mobile App,0 days 04:23:51
35597,35808,Mobile App,0 days 05:25:30
35598,57230,Email,0 days 17:20:07
35604,26487,Online Chat,0 days 05:54:57
35606,37373,Mobile App,0 days 12:00:35
35611,36263,Mobile App,0 days 01:07:53
35614,50424,Phone,0 days 12:11:06
35615,19935,Postal Mail,0 days 14:23:24
35619,857,Mobile App,0 days 03:05:54
35621,578,Online Chat,0 days 21:15:43
35622,24258,Phone,0 days 15:16:26
35626,49064,Postal Mail,0 days 12:05:46
35628,52813,Online Chat,0 days 05:25:06
35629,9814,Online Chat,0 days 16:44:37
35630,57279,Postal Mail,0 days 18:28:30
35631,54889,Mobile App,0 days 02:56:13
35636,6069,Phone,0 days 20:43:52
35637,3020,Mobile App,0 days 20:12:47
35641,18698,Postal Mail,0 days 07:04:35
35643,3497,Postal Mail,0 days 19:22:36
35646,9111,Email,0 days 08:25:42
35652,71,Online Chat,0 days 04:17:39
35658,42128,Phone,0 days 21:33:55
35660,11303,Mobile App,0 days 21:40:26
35661,18746,Postal Mail,0 days 11:58:12
35664,15778,Postal Mail,0 days 13:13:45
35665,51068,Online Chat,0 days 23:34:51
35666,31461,Phone,0 days 10:58:13
35672,39384,Postal Mail,0 days 04:53:09
35681,59361,Online Chat,0 days 03:46:41
35686,36525,Email,0 days 23:47:25
35689,38731,Mobile App,0 days 02:00:43
35694,53915,In-person,0 days 18:08:02
35697,30267,Online Chat,0 days 14:58:48
35698,46344,In-person,0 days 15:26:31
35700,52790,Phone,0 days 08:10:08
35705,24774,Online Chat,0 days 18:27:17
35707,14283,Mobile App,0 days 17:59:04
35714,10568,Online Chat,0 days 10:58:39
35718,21818,Online Chat,0 days 08:54:00
35719,47332,Phone,0 days 18:42:47
35727,20591,Mobile App,0 days 09:18:19
35728,35293,Postal Mail,0 days 17:47:21
35738,37644,Phone,0 days 21:42:29
35743,43817,In-person,0 days 16:45:45
35745,63782,Phone,0 days 08:03:14
35751,36401,Online Chat,0 days 00:04:10
35754,59939,Mobile App,0 days 06:36:36
35757,49047,Mobile App,0 days 14:29:28
35762,51387,Mobile App,0 days 01:32:43
35766,20617,Mobile App,0 days 17:54:37
35769,54866,Postal Mail,0 days 10:50:18
35770,781,Postal Mail,0 days 07:05:44
35771,48032,Online Chat,0 days 03:05:56
35773,33041,Mobile App,0 days 00:40:07
35775,46649,In-person,0 days 15:59:55
35778,43816,Postal Mail,0 days 20:46:31
35779,465,In-person,0 days 18:59:19
35788,34822,Phone,0 days 02:56:43
35789,40762,Postal Mail,0 days 06:11:56
35791,31770,Phone,0 days 21:58:23
35793,63833,Phone,0 days 19:04:44
35795,26801,Postal Mail,0 days 21:15:51
35796,58176,Postal Mail,0 days 06:51:40
35798,315,Email,0 days 14:59:12
35809,6509,Mobile App,0 days 13:48:08
35811,30559,Online Chat,0 days 09:51:07
35816,23597,Online Chat,0 days 09:13:05
35818,45698,Postal Mail,0 days 04:01:26
35820,11068,In-person,0 days 15:04:12
35822,8846,Postal Mail,0 days 05:26:24
35823,10235,Mobile App,0 days 03:48:55
35825,55674,Online Chat,0 days 09:11:34
35827,55787,In-person,0 days 14:24:39
35830,19318,Mobile App,0 days 20:18:42
35831,35495,Phone,0 days 00:49:05
35837,7828,Online Chat,0 days 06:29:24
35842,45351,Phone,0 days 14:15:05
35843,38220,In-person,0 days 11:57:02
35844,16129,Email,0 days 03:07:40
35848,63113,Phone,0 days 10:54:27
35850,1730,Mobile App,0 days 18:00:01
35851,34604,Email,0 days 03:11:14
35852,34899,Online Chat,0 days 23:02:23
35853,1081,Phone,0 days 15:23:41
35854,46899,Email,0 days 13:58:57
35860,26046,Online Chat,0 days 20:00:44
35873,4484,Online Chat,0 days 01:46:01
35876,41021,Email,0 days 15:10:48
35878,10458,Online Chat,0 days 08:33:35
35881,7019,Postal Mail,0 days 08:24:32
35883,35084,Online Chat,0 days 23:04:10
35884,18323,Mobile App,0 days 21:03:01
35887,19901,Email,0 days 11:31:28
35891,18440,Phone,0 days 10:28:36
35892,40237,Mobile App,0 days 14:38:56
35894,52861,Postal Mail,0 days 18:23:28
35895,51436,Mobile App,0 days 13:39:06
35897,56989,Mobile App,0 days 06:00:47
35899,38245,Online Chat,0 days 23:49:52
35901,15021,Postal Mail,0 days 17:39:51
35903,46112,Online Chat,0 days 11:08:12
35904,34769,In-person,0 days 02:17:31
35907,22318,Online Chat,0 days 03:02:36
35909,31476,Mobile App,0 days 23:03:59
35911,25073,Mobile App,0 days 23:18:18
35912,56892,Postal Mail,0 days 23:56:47
35914,88,In-person,0 days 14:14:22
35915,60130,Postal Mail,0 days 02:46:09
35922,37801,Email,0 days 00:55:42
35925,61909,Mobile App,0 days 20:22:25
35929,29160,Phone,0 days 18:17:43
35934,44990,In-person,0 days 17:14:19
35936,40553,Email,0 days 09:35:37
35939,5232,Email,0 days 22:07:43
35942,40212,In-person,0 days 22:17:01
35943,51634,Mobile App,0 days 06:49:56
35944,32364,Online Chat,0 days 16:01:00
35947,30166,In-person,0 days 12:35:28
35952,5408,Online Chat,0 days 04:35:25
35955,57343,In-person,0 days 15:58:42
35961,32820,Mobile App,0 days 02:43:42
35966,14580,Mobile App,0 days 19:45:59
35969,40347,In-person,0 days 22:33:29
35971,52413,Phone,0 days 12:25:27
35974,27093,In-person,0 days 19:51:31
35975,24231,Online Chat,0 days 09:34:51
35978,49846,Online Chat,0 days 13:52:32
35982,17079,Mobile App,0 days 20:23:47
35983,8328,Phone,0 days 18:51:28
35989,38224,Online Chat,0 days 03:25:16
35991,33881,In-person,0 days 19:55:17
35994,58831,In-person,0 days 01:50:00
35995,39388,Online Chat,0 days 18:32:28
36002,38083,Mobile App,0 days 21:39:30
36005,48932,Online Chat,0 days 22:07:44
36007,11072,Phone,0 days 00:37:05
36009,25006,Phone,0 days 08:14:56
36012,29812,Mobile App,0 days 20:59:39
36013,61051,Online Chat,0 days 18:19:37
36018,25636,Postal Mail,0 days 21:50:28
36022,25623,In-person,0 days 11:29:43
36024,3738,Postal Mail,0 days 00:49:38
36025,34555,In-person,0 days 03:20:03
36027,60294,Postal Mail,0 days 06:59:45
36029,13577,Postal Mail,0 days 14:03:57
36030,50722,Mobile App,0 days 00:27:56
36031,54144,Phone,0 days 14:45:30
36032,35011,Phone,0 days 08:15:52
36038,32860,Online Chat,0 days 16:35:25
36039,14442,In-person,0 days 17:17:04
36043,54050,In-person,0 days 16:29:30
36044,15021,Mobile App,0 days 14:44:28
36045,3841,Mobile App,0 days 20:15:20
36048,52183,Phone,0 days 08:54:58
36058,40051,Phone,0 days 06:27:23
36059,1402,Email,0 days 22:12:20
36065,54599,Online Chat,0 days 16:13:57
36066,54795,Mobile App,0 days 01:01:06
36071,59253,In-person,0 days 09:39:26
36072,47360,Postal Mail,0 days 15:53:46
36074,35495,In-person,0 days 17:49:23
36075,31727,Postal Mail,0 days 11:51:07
36079,49091,In-person,0 days 11:11:06
36081,37314,Email,0 days 01:02:41
36083,7281,Phone,0 days 03:46:19
36087,52556,Mobile App,0 days 16:22:32
36088,25104,In-person,0 days 09:23:32
36092,24308,Mobile App,0 days 10:27:52
36093,1389,Postal Mail,0 days 13:39:02
36095,16197,Mobile App,0 days 07:49:07
36099,31392,Online Chat,0 days 07:29:38
36103,50603,Phone,0 days 08:55:13
36105,62893,Online Chat,0 days 10:22:20
36106,52548,In-person,0 days 13:56:26
36113,37769,Mobile App,0 days 14:38:59
36115,3383,Email,0 days 06:58:57
36117,13149,Mobile App,0 days 16:58:33
36118,26389,Phone,0 days 15:53:57
36120,22294,Email,0 days 05:55:09
36122,63461,Postal Mail,0 days 22:34:36
36135,56689,In-person,0 days 03:18:52
36136,22312,Mobile App,0 days 14:58:19
36140,46638,Postal Mail,0 days 05:09:11
36141,61057,Online Chat,0 days 09:30:41
36143,6790,Email,0 days 19:10:40
36145,30434,Mobile App,0 days 00:17:01
36148,37477,Phone,0 days 12:42:32
36152,41778,Email,0 days 03:58:12
36155,24885,Phone,0 days 06:55:23
36158,43276,Online Chat,0 days 17:11:53
36159,1947,Mobile App,0 days 06:54:45
36160,14025,Mobile App,0 days 23:39:34
36161,52840,Postal Mail,0 days 15:06:53
36164,6333,In-person,0 days 01:15:25
36168,51857,In-person,0 days 06:35:23
36172,30515,In-person,0 days 04:46:42
36174,15853,Postal Mail,0 days 19:10:50
36177,48922,Email,0 days 18:26:06
36182,18478,In-person,0 days 04:40:15
36184,52619,Phone,0 days 11:09:59
36186,9242,Mobile App,0 days 01:01:33
36189,65015,Mobile App,0 days 02:43:56
36193,57963,Email,0 days 14:37:40
36201,24342,Postal Mail,0 days 06:38:28
36202,31235,Online Chat,0 days 00:48:24
36203,44533,Mobile App,0 days 05:14:34
36208,27821,In-person,0 days 23:22:52
36210,19526,Postal Mail,0 days 06:18:43
36212,34686,Online Chat,0 days 15:31:49
36213,61502,Online Chat,0 days 09:16:20
36216,13519,Online Chat,0 days 18:16:18
36217,6713,Phone,0 days 07:25:30
36222,43482,In-person,0 days 07:06:30
36226,221,In-person,0 days 16:37:33
36227,56847,In-person,0 days 23:01:51
36231,42061,In-person,0 days 04:04:59
36232,57686,Postal Mail,0 days 11:25:00
36239,10471,Postal Mail,0 days 11:46:36
36240,41842,Mobile App,0 days 04:07:09
36241,49221,Mobile App,0 days 14:04:43
36244,37591,Postal Mail,0 days 09:45:15
36251,48746,Postal Mail,0 days 08:28:04
36255,2099,Phone,0 days 12:08:44
36264,47802,Mobile App,0 days 01:07:16
36266,48866,Postal Mail,0 days 18:37:02
36268,50879,Postal Mail,0 days 14:27:11
36272,53968,In-person,0 days 01:18:54
36274,3550,Phone,0 days 21:29:19
36277,46459,Email,0 days 18:36:42
36279,1905,Mobile App,0 days 01:55:25
36284,50491,Mobile App,0 days 04:12:20
36286,52961,Postal Mail,0 days 15:56:09
36289,60409,Postal Mail,0 days 17:58:29
36293,38496,Email,0 days 20:07:28
36294,24302,Phone,0 days 03:01:36
36295,64399,Postal Mail,0 days 17:26:57
36296,26077,Online Chat,0 days 04:57:46
36297,28783,Postal Mail,0 days 05:06:23
36298,40077,Phone,0 days 19:20:59
36308,48344,Online Chat,0 days 09:00:44
36312,10333,In-person,0 days 10:35:30
36315,2556,Postal Mail,0 days 22:47:07
36316,50117,In-person,0 days 22:31:22
36319,24109,In-person,0 days 04:51:45
36325,7248,Phone,0 days 09:29:51
36327,16656,Postal Mail,0 days 06:06:58
36329,10831,In-person,0 days 12:29:19
36332,27924,Online Chat,0 days 06:15:23
36334,21389,Postal Mail,0 days 23:00:45
36341,11684,Mobile App,0 days 06:33:44
36344,62219,Phone,0 days 09:51:02
36348,39676,Email,0 days 23:20:36
36349,56219,Mobile App,0 days 07:14:03
36351,35210,Online Chat,0 days 19:48:29
36352,25562,Phone,0 days 00:16:35
36353,42118,Mobile App,0 days 14:32:46
36362,3932,Mobile App,0 days 01:40:39
36366,38095,In-person,0 days 05:01:26
36367,2938,In-person,0 days 15:57:18
36369,15105,Postal Mail,0 days 07:23:49
36372,19058,Postal Mail,0 days 08:04:48
36373,447,In-person,0 days 02:12:57
36375,19798,Email,0 days 17:03:15
36376,32359,Online Chat,0 days 04:55:36
36382,780,Phone,0 days 10:43:58
36383,23773,Online Chat,0 days 15:14:23
36387,50587,Mobile App,0 days 15:18:35
36389,38932,Email,0 days 02:02:07
36390,10770,In-person,0 days 17:35:34
36392,61934,Online Chat,0 days 14:30:52
36395,3696,In-person,0 days 03:45:25
36396,17804,Email,0 days 15:05:07
36399,11994,Phone,0 days 18:54:27
36400,13670,In-person,0 days 18:58:42
36403,2566,Postal Mail,0 days 00:05:38
36404,45644,Phone,0 days 17:25:43
36405,58483,Mobile App,0 days 02:13:34
36409,12705,Mobile App,0 days 19:19:15
36411,58522,Mobile App,0 days 02:30:40
36414,22549,Online Chat,0 days 18:49:32
36415,5011,Postal Mail,0 days 17:18:00
36416,29218,Online Chat,0 days 13:14:50
36417,34858,In-person,0 days 09:45:36
36418,14143,In-person,0 days 06:06:22
36419,61839,Email,0 days 20:14:37
36420,40613,Email,0 days 10:54:10
36422,60073,In-person,0 days 13:59:39
36427,16795,Phone,0 days 09:10:24
36429,30218,Email,0 days 18:35:47
36430,61725,Postal Mail,0 days 13:19:36
36434,46437,Mobile App,0 days 08:52:22
36445,50320,Mobile App,0 days 19:49:08
36446,18542,Email,0 days 05:47:22
36447,25743,Online Chat,0 days 03:56:50
36448,39366,Postal Mail,0 days 13:30:47
36449,10503,Mobile App,0 days 17:50:08
36450,54923,In-person,0 days 10:51:26
36452,29055,Online Chat,0 days 18:23:56
36454,39946,In-person,0 days 02:35:45
36459,1655,Mobile App,0 days 15:38:28
36460,10732,In-person,0 days 01:17:59
36467,50989,Email,0 days 17:08:11
36471,11686,Postal Mail,0 days 20:47:45
36472,6243,Email,0 days 12:48:34
36479,37482,Phone,0 days 16:03:28
36482,62384,Mobile App,0 days 21:49:36
36489,3444,Phone,0 days 12:25:36
36493,58307,In-person,0 days 19:55:45
36494,21336,Postal Mail,0 days 15:03:13
36497,19903,Mobile App,0 days 05:21:54
36500,54362,In-person,0 days 15:19:26
36501,50025,Online Chat,0 days 20:51:27
36502,33501,Mobile App,0 days 13:56:25
36512,23051,In-person,0 days 14:14:49
36513,63951,Phone,0 days 18:42:26
36514,29805,Email,0 days 18:07:48
36515,1285,Phone,0 days 06:38:47
36517,12729,Phone,0 days 12:38:09
36519,42579,Email,0 days 23:40:30
36522,48088,Mobile App,0 days 06:01:14
36525,38486,In-person,0 days 11:36:46
36530,35619,Postal Mail,0 days 06:02:42
36531,24339,Mobile App,0 days 17:08:09
36532,29159,Email,0 days 09:57:49
36533,15562,Email,0 days 23:13:56
36542,25816,Phone,0 days 00:50:40
36544,14428,Mobile App,0 days 03:05:06
36551,19827,Email,0 days 09:23:52
36553,45448,Phone,0 days 07:23:35
36555,11119,Postal Mail,0 days 04:38:37
36556,53737,Postal Mail,0 days 04:35:08
36558,50242,In-person,0 days 03:25:51
36559,64483,Online Chat,0 days 20:05:48
36560,320,Online Chat,0 days 23:24:50
36561,4388,Postal Mail,0 days 14:20:55
36563,18278,Mobile App,0 days 23:06:01
36564,30168,Online Chat,0 days 08:52:12
36566,32658,Online Chat,0 days 17:22:49
36567,54970,Phone,0 days 23:21:06
36568,64632,Online Chat,0 days 05:47:36
36570,49505,Email,0 days 06:59:01
36571,1627,Email,0 days 11:24:22
36573,39984,Email,0 days 22:23:59
36588,32658,Email,0 days 11:50:45
36590,51069,Postal Mail,0 days 15:42:58
36593,12747,Online Chat,0 days 04:14:31
36594,65096,Mobile App,0 days 23:08:56
36595,35593,Email,0 days 22:58:12
36597,43950,Postal Mail,0 days 22:16:18
36598,51260,Email,0 days 00:12:54
36601,24955,Email,0 days 13:43:11
36602,46221,Postal Mail,0 days 12:10:05
36607,8087,Mobile App,0 days 09:29:33
36613,43287,Phone,0 days 08:22:32
36617,21654,Email,0 days 22:36:42
36619,44603,In-person,0 days 11:47:02
36620,63312,Online Chat,0 days 07:39:14
36626,17610,Phone,0 days 23:48:56
36627,3689,Phone,0 days 07:20:02
36632,8938,Mobile App,0 days 00:24:47
36635,34068,In-person,0 days 14:28:09
36637,55335,Mobile App,0 days 04:35:13
36639,28671,Mobile App,0 days 06:19:33
36641,52582,Online Chat,0 days 22:43:12
36643,26716,Postal Mail,0 days 13:52:44
36646,26016,Phone,0 days 15:29:26
36650,1231,Postal Mail,0 days 20:43:39
36655,30439,Mobile App,0 days 12:12:58
36660,42216,Phone,0 days 10:11:36
36661,56262,Phone,0 days 01:55:08
36665,55207,Mobile App,0 days 00:21:36
36666,45284,Postal Mail,0 days 11:01:20
36667,20907,Phone,0 days 18:23:21
36677,57793,Postal Mail,0 days 09:54:54
36680,19503,Online Chat,0 days 06:18:41
36685,20802,Online Chat,0 days 12:48:14
36689,7300,Postal Mail,0 days 02:06:13
36690,41924,Phone,0 days 07:32:51
36691,31360,Email,0 days 15:57:32
36692,31570,Postal Mail,0 days 04:54:08
36694,7019,Mobile App,0 days 02:07:58
36695,24245,Online Chat,0 days 05:09:29
36696,35557,Phone,0 days 05:15:15
36707,46775,Email,0 days 17:35:35
36714,26877,Online Chat,0 days 22:05:38
36721,49103,Mobile App,0 days 05:17:55
36722,44097,In-person,0 days 01:20:26
36727,24863,Email,0 days 19:22:54
36729,61416,Email,0 days 09:25:15
36731,42010,In-person,0 days 23:30:19
36732,34509,Postal Mail,0 days 08:03:43
36735,9582,Postal Mail,0 days 11:00:13
36736,26145,Email,0 days 06:42:50
36737,39253,Email,0 days 00:18:45
36740,30198,Email,0 days 09:48:30
36745,42160,Email,0 days 06:22:40
36748,14715,Postal Mail,0 days 11:02:43
36756,41325,Online Chat,0 days 07:13:30
36757,64068,Postal Mail,0 days 15:28:24
36759,32616,Email,0 days 13:11:34
36762,24259,Postal Mail,0 days 13:58:38
36763,28302,Postal Mail,0 days 03:43:19
36765,28036,In-person,0 days 09:20:29
36770,25011,Online Chat,0 days 21:01:34
36772,38502,In-person,0 days 08:25:55
36775,19727,Online Chat,0 days 15:09:29
36777,45666,In-person,0 days 23:18:24
36782,55614,Online Chat,0 days 08:12:42
36783,64461,Postal Mail,0 days 17:52:51
36784,57901,Postal Mail,0 days 12:30:29
36787,28758,Email,0 days 01:13:36
36790,4355,Phone,0 days 07:43:19
36792,32639,Mobile App,0 days 19:04:46
36793,11842,Email,0 days 04:24:25
36794,47296,Postal Mail,0 days 07:50:53
36796,33262,Email,0 days 03:02:12
36804,34186,Postal Mail,0 days 16:13:29
36805,12679,Phone,0 days 21:20:43
36807,25917,Email,0 days 21:08:55
36809,28671,Online Chat,0 days 18:58:54
36812,10574,Mobile App,0 days 14:11:44
36814,34235,In-person,0 days 20:12:00
36816,6170,In-person,0 days 14:11:57
36822,62101,Mobile App,0 days 22:15:20
36828,1766,Postal Mail,0 days 03:22:31
36829,14110,Mobile App,0 days 00:58:50
36840,30810,Online Chat,0 days 04:02:04
36841,48428,Mobile App,0 days 02:06:05
36845,13297,Mobile App,0 days 14:13:44
36846,53621,Online Chat,0 days 04:26:32
36847,10117,Postal Mail,0 days 05:29:19
36862,10008,Online Chat,0 days 19:20:00
36863,35622,Mobile App,0 days 08:25:01
36867,15088,Postal Mail,0 days 06:42:32
36873,5084,In-person,0 days 16:21:15
36879,38280,Online Chat,0 days 02:06:15
36886,84,Postal Mail,0 days 23:02:41
36887,11770,Phone,0 days 22:41:44
36889,4977,Online Chat,0 days 11:27:31
36893,63237,Phone,0 days 10:30:09
36897,24401,Mobile App,0 days 08:56:40
36899,34670,Email,0 days 22:41:32
36901,164,Mobile App,0 days 13:56:10
36902,14720,Online Chat,0 days 13:34:42
36903,35885,Email,0 days 23:09:28
36906,60857,Email,0 days 10:35:54
36907,9961,In-person,0 days 21:34:02
36909,63834,In-person,0 days 22:06:37
36910,2654,In-person,0 days 07:08:50
36912,51808,Mobile App,0 days 22:12:20
36915,29987,Mobile App,0 days 13:02:17
36920,43705,Online Chat,0 days 03:42:04
36921,63251,Online Chat,0 days 02:03:22
36923,65343,Email,0 days 17:38:31
36925,11436,Mobile App,0 days 22:04:54
36927,3840,In-person,0 days 22:34:28
36934,28748,In-person,0 days 00:36:17
36935,5211,Online Chat,0 days 17:09:34
36937,63205,Online Chat,0 days 03:45:57
36940,5592,In-person,0 days 13:30:23
36942,56271,Online Chat,0 days 23:55:50
36943,12961,Mobile App,0 days 02:31:36
36945,36194,Online Chat,0 days 10:29:22
36954,17191,Mobile App,0 days 07:25:27
36955,46501,Online Chat,0 days 10:13:27
36958,47189,Email,0 days 22:36:15
36959,58147,Phone,0 days 09:57:22
36960,23334,In-person,0 days 23:52:42
36962,28250,Email,0 days 03:26:27
36965,58359,In-person,0 days 09:18:48
36966,40239,Postal Mail,0 days 09:56:36
36970,32364,In-person,0 days 02:52:59
36973,64356,In-person,0 days 20:12:43
36974,63770,Online Chat,0 days 19:57:13
36975,4544,Postal Mail,0 days 13:43:55
36978,31529,In-person,0 days 04:41:46
36980,1707,Online Chat,0 days 03:19:10
36983,13601,Phone,0 days 07:24:00
36984,60962,Postal Mail,0 days 12:37:50
36987,61969,Email,0 days 14:47:30
36990,39547,Phone,0 days 19:16:42
36993,23966,In-person,0 days 15:58:55
36997,51552,In-person,0 days 05:44:16
37009,36140,In-person,0 days 07:18:05
37013,33201,Online Chat,0 days 15:36:02
37014,27714,Phone,0 days 15:47:58
37019,24740,Phone,0 days 10:58:25
37021,53182,Postal Mail,0 days 01:38:29
37025,11642,In-person,0 days 02:35:36
37026,44803,Postal Mail,0 days 11:39:17
37029,28460,Mobile App,0 days 06:02:52
37030,23617,Phone,0 days 04:40:57
37032,51930,Online Chat,0 days 15:18:06
37033,45610,Online Chat,0 days 02:32:44
37042,3617,Email,0 days 15:38:39
37044,14328,Phone,0 days 08:53:04
37046,13297,Phone,0 days 12:21:25
37048,36491,Postal Mail,0 days 18:03:34
37050,49757,Online Chat,0 days 12:18:13
37066,8024,Postal Mail,0 days 16:31:17
37068,27433,Postal Mail,0 days 03:15:02
37069,61830,Email,0 days 14:05:52
37075,59610,Mobile App,0 days 07:44:43
37077,13055,Postal Mail,0 days 01:58:52
37079,13626,Phone,0 days 15:18:35
37081,60627,Online Chat,0 days 05:01:28
37082,5017,In-person,0 days 02:47:01
37085,43653,Phone,0 days 18:46:49
37088,26490,In-person,0 days 20:02:36
37096,46964,Online Chat,0 days 09:36:42
37099,38492,Online Chat,0 days 18:35:36
37100,18037,Email,0 days 11:03:57
37102,1352,Phone,0 days 09:10:55
37104,46702,Postal Mail,0 days 06:13:54
37105,30181,Postal Mail,0 days 23:38:53
37107,1187,In-person,0 days 19:11:54
37111,32505,Email,0 days 07:01:08
37112,52415,Email,0 days 23:38:19
37113,60514,Postal Mail,0 days 16:26:51
37116,7515,Online Chat,0 days 09:06:07
37119,37187,Postal Mail,0 days 02:46:25
37121,44296,Phone,0 days 14:56:46
37123,16879,Phone,0 days 08:27:53
37124,9076,Online Chat,0 days 00:32:03
37126,33949,Online Chat,0 days 13:34:36
37130,34591,In-person,0 days 13:42:17
37134,38687,Phone,0 days 19:11:40
37135,39257,Email,0 days 00:59:37
37136,44109,Phone,0 days 05:40:35
37138,54250,Online Chat,0 days 16:22:07
37141,14941,Email,0 days 02:41:33
37144,23139,Email,0 days 13:42:42
37158,6509,Phone,0 days 06:01:42
37159,60037,Phone,0 days 14:04:04
37160,49221,Phone,0 days 11:39:56
37161,55645,Mobile App,0 days 22:45:59
37162,28320,Postal Mail,0 days 19:23:11
37163,31739,Phone,0 days 14:09:57
37168,13623,Phone,0 days 23:19:35
37170,6439,Email,0 days 20:23:55
37172,40245,Online Chat,0 days 02:34:24
37176,34982,Mobile App,0 days 12:29:39
37178,45982,Postal Mail,0 days 17:01:42
37181,50575,Email,0 days 04:48:29
37191,26023,Postal Mail,0 days 23:30:55
37194,23028,In-person,0 days 08:23:03
37197,26602,In-person,0 days 05:11:47
37198,45454,Postal Mail,0 days 19:54:20
37202,20761,Online Chat,0 days 02:24:48
37212,43907,Mobile App,0 days 23:55:56
37213,18985,Mobile App,0 days 22:57:33
37224,6804,Phone,0 days 20:35:42
37226,61613,Mobile App,0 days 07:00:52
37230,37952,In-person,0 days 09:09:09
37233,35418,In-person,0 days 08:08:18
37237,16265,Email,0 days 06:01:55
37240,41903,Mobile App,0 days 19:50:51
37242,8455,Phone,0 days 19:19:43
37244,27173,Phone,0 days 21:19:54
37247,48655,Email,0 days 18:34:58
37254,21143,Online Chat,0 days 12:00:14
37255,25471,Phone,0 days 02:12:00
37256,19683,Mobile App,0 days 15:28:08
37260,41540,Mobile App,0 days 23:59:53
37263,31879,Email,0 days 23:08:09
37267,18558,In-person,0 days 16:51:53
37272,9056,Phone,0 days 15:35:36
37274,31185,In-person,0 days 04:07:16
37278,44243,Phone,0 days 23:34:16
37283,22792,Email,0 days 03:35:54
37285,36706,In-person,0 days 19:30:29
37287,26115,In-person,0 days 17:35:03
37289,11546,In-person,0 days 04:26:39
37291,22737,Mobile App,0 days 15:59:39
37293,30267,Email,0 days 17:27:51
37295,56653,Mobile App,0 days 23:03:27
37297,29219,In-person,0 days 23:47:19
