account_id,customer_id,account_type,balance,status_type
24844,42629,Savings Account,534740.0,Closed
24845,12943,Trust Account,0.0,Limited/Restricted
24847,31063,Custodial Account,396.0,Closed
24850,29766,Trust Account,294.0,Blocked/Frozen
24851,18831,Business Account,0.0,Defaulted
24853,19935,Individual Retirement Account (IRA),1.0,Limited/Restricted
24854,7313,Custodial Account,21788.0,Blocked/Frozen
24857,36806,Trust Account,993.0,Active
24858,65248,Certificate of Deposit (CD),6687.0,Closed
24860,13064,Business Account,869.0,Closed
24863,42376,Trust Account,4572.0,Limited/Restricted
24866,15413,Checking/Current Account,31859.0,Blocked/Frozen
24868,2741,Trust Account,9826.0,Inactive/Dormant
24870,62436,Checking/Current Account,840555.0,Limited/Restricted
24873,51005,Certificate of Deposit (CD),1367.0,Closed
24875,28618,Individual Retirement Account (IRA),48274.0,Defaulted
24878,21740,Checking/Current Account,27694100.0,Active
24881,49580,Trust Account,214938.0,Limited/Restricted
24884,53182,Trust Account,2.0,Active
24885,33749,Custodial Account,1.0,Blocked/Frozen
24886,9804,Custodial Account,6771.0,Defaulted
24891,46527,Custodial Account,49.0,Active
24892,65075,Individual Retirement Account (IRA),767359919.0,Inactive/Dormant
24894,21738,Savings Account,200224227.0,Closed
24895,1351,Business Account,6441.0,Defaulted
24902,5325,Savings Account,25170358.0,Blocked/Frozen
24905,64701,Certificate of Deposit (CD),55.0,Defaulted
24908,8718,Trust Account,85.0,Blocked/Frozen
24909,59006,Trust Account,264.0,Limited/Restricted
24914,3045,Savings Account,511717869.0,Inactive/Dormant
24916,41348,Certificate of Deposit (CD),59511743.0,Closed
24918,27563,Checking/Current Account,260847.0,Limited/Restricted
24921,23196,Savings Account,42.0,Limited/Restricted
24923,1205,Individual Retirement Account (IRA),16289285.0,Limited/Restricted
24926,59172,Checking/Current Account,4.0,Closed
24936,27422,Trust Account,29742.0,Closed
24945,57121,Savings Account,9066719.0,Defaulted
24946,35201,Individual Retirement Account (IRA),21794.0,Limited/Restricted
24950,35137,Individual Retirement Account (IRA),63417800.0,Blocked/Frozen
24956,30790,Custodial Account,526522160.0,Active
24960,56588,Business Account,725.0,Blocked/Frozen
24961,37657,Business Account,4549557.0,Limited/Restricted
24967,36875,Checking/Current Account,4631136.0,Defaulted
24968,18932,Checking/Current Account,27.0,Defaulted
24969,59601,Individual Retirement Account (IRA),4619.0,Limited/Restricted
24973,20053,Checking/Current Account,571.0,Limited/Restricted
24976,15540,Checking/Current Account,141591370.0,Inactive/Dormant
24982,62300,Certificate of Deposit (CD),417.0,Active
24984,44925,Individual Retirement Account (IRA),33199.0,Inactive/Dormant
24985,45815,Individual Retirement Account (IRA),197496.0,Closed
24988,52993,Individual Retirement Account (IRA),3.0,Inactive/Dormant
24994,11045,Certificate of Deposit (CD),1.0,Inactive/Dormant
24996,48627,Trust Account,3773.0,Inactive/Dormant
24997,4756,Business Account,763452.0,Defaulted
25002,509,Trust Account,1.0,Closed
25003,42251,Certificate of Deposit (CD),3662993.0,Closed
25009,9147,Savings Account,4745048.0,Active
25010,14928,Custodial Account,5.0,Limited/Restricted
25012,31292,Individual Retirement Account (IRA),1.0,Inactive/Dormant
25014,1027,Certificate of Deposit (CD),5.0,Limited/Restricted
25017,11379,Checking/Current Account,8598.0,Blocked/Frozen
25023,54373,Checking/Current Account,2.0,Closed
25029,14125,Custodial Account,7.0,Closed
25034,3248,Individual Retirement Account (IRA),2268775.0,Defaulted
25036,35763,Custodial Account,6343.0,Active
25042,38607,Custodial Account,968.0,Defaulted
25043,33882,Trust Account,6.0,Limited/Restricted
25046,30438,Individual Retirement Account (IRA),8051.0,Closed
25048,24351,Trust Account,5701440.0,Active
25051,6845,Trust Account,28927040.0,Closed
25053,7141,Trust Account,5487010.0,Inactive/Dormant
25059,28391,Checking/Current Account,825227.0,Active
25066,5097,Custodial Account,34398116.0,Limited/Restricted
25067,57636,Savings Account,4690.0,Blocked/Frozen
25070,53165,Individual Retirement Account (IRA),513161.0,Inactive/Dormant
25071,37436,Savings Account,5817525.0,Inactive/Dormant
25073,64137,Certificate of Deposit (CD),353010.0,Inactive/Dormant
25094,51324,Certificate of Deposit (CD),77978255.0,Inactive/Dormant
25095,25826,Custodial Account,21350512.0,Blocked/Frozen
25101,42183,Individual Retirement Account (IRA),41313.0,Limited/Restricted
25115,460,Checking/Current Account,4339.0,Defaulted
25117,27025,Individual Retirement Account (IRA),764453.0,Closed
25124,32847,Business Account,850.0,Limited/Restricted
25126,44981,Savings Account,684.0,Active
25127,12050,Custodial Account,2238723.0,Defaulted
25128,59755,Custodial Account,957021.0,Blocked/Frozen
25130,12892,Certificate of Deposit (CD),4.0,Inactive/Dormant
25131,38830,Individual Retirement Account (IRA),463409189.0,Inactive/Dormant
25133,12611,Checking/Current Account,2.0,Closed
25134,21844,Business Account,0.0,Closed
25145,17627,Trust Account,17158.0,Closed
25147,29011,Trust Account,37395.0,Closed
25154,30872,Trust Account,19640.0,Blocked/Frozen
25158,58307,Business Account,8254295.0,Closed
25171,25623,Individual Retirement Account (IRA),405239085.0,Closed
25172,51787,Savings Account,321231733.0,Closed
25173,10813,Business Account,39319406.0,Closed
25174,25226,Checking/Current Account,1944641.0,Defaulted
25177,31623,Business Account,92918778.0,Inactive/Dormant
25182,50684,Custodial Account,30377278.0,Blocked/Frozen
25189,45514,Custodial Account,79723435.0,Blocked/Frozen
25192,62033,Business Account,941.0,Defaulted
25195,15114,Custodial Account,69.0,Blocked/Frozen
25197,20355,Checking/Current Account,57824.0,Blocked/Frozen
25199,52574,Custodial Account,325926.0,Closed
25200,42912,Checking/Current Account,912127237.0,Defaulted
25206,61122,Individual Retirement Account (IRA),1848.0,Limited/Restricted
25210,4847,Certificate of Deposit (CD),3222.0,Limited/Restricted
25211,8658,Business Account,4134.0,Closed
25216,51981,Business Account,8010.0,Active
25217,46339,Trust Account,28600.0,Closed
25222,36989,Savings Account,9642.0,Inactive/Dormant
25223,23146,Checking/Current Account,937454.0,Limited/Restricted
25228,18120,Savings Account,2.0,Closed
25232,4999,Savings Account,26463.0,Closed
25233,63775,Checking/Current Account,807863305.0,Limited/Restricted
25234,61761,Checking/Current Account,266964.0,Limited/Restricted
25240,46897,Certificate of Deposit (CD),71.0,Active
25256,44550,Individual Retirement Account (IRA),2609.0,Closed
25273,35779,Business Account,708479.0,Defaulted
25278,4411,Trust Account,1695.0,Limited/Restricted
25279,26302,Trust Account,94.0,Blocked/Frozen
25283,64114,Business Account,1.0,Blocked/Frozen
25286,9760,Savings Account,404176.0,Active
25288,31063,Savings Account,53084.0,Active
25292,12593,Individual Retirement Account (IRA),25115043.0,Closed
25293,34811,Savings Account,42860.0,Defaulted
25296,1362,Certificate of Deposit (CD),7412667.0,Active
25297,23732,Trust Account,1.0,Limited/Restricted
25298,16172,Savings Account,74167050.0,Inactive/Dormant
25299,50048,Custodial Account,347.0,Blocked/Frozen
25300,19773,Trust Account,51.0,Limited/Restricted
25302,38705,Savings Account,1369.0,Inactive/Dormant
25303,17567,Certificate of Deposit (CD),192654762.0,Inactive/Dormant
25305,33309,Trust Account,54.0,Inactive/Dormant
25306,2694,Trust Account,54.0,Limited/Restricted
25310,4070,Savings Account,9209.0,Inactive/Dormant
25316,18799,Trust Account,596083787.0,Closed
25318,19637,Business Account,32072.0,Inactive/Dormant
25326,45508,Business Account,96080072.0,Limited/Restricted
25327,766,Checking/Current Account,72804278.0,Closed
25329,7284,Checking/Current Account,174.0,Defaulted
25333,44928,Savings Account,6790053.0,Limited/Restricted
25336,18536,Business Account,21442.0,Limited/Restricted
25341,33638,Savings Account,606144.0,Inactive/Dormant
25344,36349,Savings Account,310767.0,Defaulted
25351,43082,Custodial Account,8240949.0,Closed
25357,3543,Custodial Account,5456.0,Active
25358,11042,Trust Account,13.0,Blocked/Frozen
25365,60037,Custodial Account,35.0,Closed
25372,50092,Business Account,65937060.0,Limited/Restricted
25375,39882,Business Account,44319.0,Defaulted
25379,58099,Individual Retirement Account (IRA),836060.0,Closed
25383,39272,Individual Retirement Account (IRA),371104.0,Active
25384,37526,Savings Account,66.0,Limited/Restricted
25392,26647,Checking/Current Account,2063388.0,Limited/Restricted
25393,50722,Savings Account,26982.0,Closed
25394,36794,Checking/Current Account,28.0,Limited/Restricted
25396,14933,Trust Account,35.0,Closed
25397,34571,Business Account,957226978.0,Inactive/Dormant
25401,53805,Individual Retirement Account (IRA),94868.0,Inactive/Dormant
25409,27092,Individual Retirement Account (IRA),15997790.0,Blocked/Frozen
25414,56906,Checking/Current Account,108.0,Defaulted
25416,3913,Custodial Account,943464.0,Closed
25420,33107,Certificate of Deposit (CD),3901680.0,Defaulted
25427,18378,Checking/Current Account,499180518.0,Closed
25431,36687,Savings Account,9.0,Inactive/Dormant
25433,21694,Individual Retirement Account (IRA),746.0,Blocked/Frozen
25434,14819,Savings Account,40.0,Closed
25435,26935,Checking/Current Account,701.0,Inactive/Dormant
25439,41224,Savings Account,841.0,Active
25441,50984,Individual Retirement Account (IRA),38275697.0,Defaulted
25444,55547,Checking/Current Account,5993.0,Blocked/Frozen
25445,24363,Custodial Account,55556.0,Inactive/Dormant
25452,44329,Trust Account,9668699.0,Closed
25456,34686,Trust Account,88118.0,Inactive/Dormant
25459,47800,Individual Retirement Account (IRA),5.0,Limited/Restricted
25460,52034,Trust Account,704388089.0,Defaulted
25464,22910,Business Account,51.0,Active
25465,16936,Certificate of Deposit (CD),465797122.0,Closed
25468,6640,Savings Account,598310728.0,Closed
25472,17028,Individual Retirement Account (IRA),88044.0,Active
25478,12547,Checking/Current Account,8222.0,Blocked/Frozen
25488,52454,Certificate of Deposit (CD),281987601.0,Inactive/Dormant
25491,39786,Certificate of Deposit (CD),826.0,Limited/Restricted
25500,51705,Business Account,825468160.0,Active
25504,62315,Certificate of Deposit (CD),20.0,Limited/Restricted
25510,41893,Trust Account,4733211.0,Active
25512,13888,Trust Account,623.0,Blocked/Frozen
25513,30320,Certificate of Deposit (CD),4261.0,Blocked/Frozen
25517,40288,Certificate of Deposit (CD),14145.0,Inactive/Dormant
25518,46614,Individual Retirement Account (IRA),3812.0,Limited/Restricted
25519,1911,Checking/Current Account,6228.0,Blocked/Frozen
25523,40256,Business Account,166536240.0,Inactive/Dormant
25528,55048,Checking/Current Account,955.0,Active
25533,55095,Individual Retirement Account (IRA),44553756.0,Active
25537,12263,Business Account,771.0,Closed
25540,33311,Savings Account,8725964.0,Inactive/Dormant
25541,9802,Certificate of Deposit (CD),20700.0,Blocked/Frozen
25542,30498,Certificate of Deposit (CD),444.0,Limited/Restricted
25544,62564,Custodial Account,46313921.0,Blocked/Frozen
25552,20121,Trust Account,9968260.0,Defaulted
25554,53399,Custodial Account,79113.0,Blocked/Frozen
25555,34297,Trust Account,5297.0,Inactive/Dormant
25558,42258,Custodial Account,6127.0,Inactive/Dormant
25562,35137,Checking/Current Account,7744.0,Closed
25578,4598,Custodial Account,9369526.0,Limited/Restricted
25582,43614,Checking/Current Account,31.0,Active
25587,9804,Business Account,855467397.0,Defaulted
25590,59641,Checking/Current Account,5921619.0,Closed
25599,27434,Individual Retirement Account (IRA),9027616.0,Defaulted
25600,22828,Certificate of Deposit (CD),744612551.0,Active
25602,9743,Trust Account,691893.0,Blocked/Frozen
25605,51379,Custodial Account,7.0,Active
25610,37202,Trust Account,7053.0,Inactive/Dormant
25615,17117,Custodial Account,2435.0,Inactive/Dormant
25620,64976,Savings Account,526985.0,Limited/Restricted
25621,7848,Certificate of Deposit (CD),3522.0,Blocked/Frozen
25625,20149,Custodial Account,7.0,Inactive/Dormant
25626,21765,Savings Account,6866461.0,Limited/Restricted
25628,1936,Certificate of Deposit (CD),6859.0,Inactive/Dormant
25648,14025,Business Account,866076854.0,Blocked/Frozen
25649,54261,Custodial Account,1616.0,Inactive/Dormant
25655,21065,Custodial Account,83938384.0,Limited/Restricted
25657,36038,Certificate of Deposit (CD),1588293.0,Limited/Restricted
25658,31598,Certificate of Deposit (CD),2801.0,Blocked/Frozen
25659,47153,Custodial Account,6.0,Blocked/Frozen
25660,40136,Trust Account,944537295.0,Blocked/Frozen
25666,43185,Trust Account,1812.0,Active
25670,7645,Business Account,13.0,Active
25673,25746,Certificate of Deposit (CD),5947.0,Blocked/Frozen
25683,27692,Checking/Current Account,42.0,Defaulted
25684,41870,Individual Retirement Account (IRA),520111084.0,Inactive/Dormant
25685,19707,Trust Account,69.0,Closed
25686,61782,Checking/Current Account,602954.0,Blocked/Frozen
25690,6471,Checking/Current Account,1192.0,Inactive/Dormant
25693,44945,Custodial Account,648828.0,Blocked/Frozen
25694,25056,Trust Account,2775.0,Inactive/Dormant
25699,12281,Savings Account,3.0,Closed
25700,60790,Individual Retirement Account (IRA),5.0,Active
25705,29425,Savings Account,5.0,Active
25707,57904,Individual Retirement Account (IRA),7331.0,Blocked/Frozen
25713,42384,Certificate of Deposit (CD),36.0,Active
25717,240,Custodial Account,60445.0,Inactive/Dormant
25718,36343,Custodial Account,7319305.0,Active
25719,40238,Certificate of Deposit (CD),78077.0,Inactive/Dormant
25720,20725,Individual Retirement Account (IRA),587683.0,Closed
25724,64356,Savings Account,3329496.0,Active
25725,23544,Business Account,523.0,Limited/Restricted
25727,19026,Savings Account,19423022.0,Closed
25733,32233,Custodial Account,2.0,Active
25742,14137,Business Account,94913.0,Blocked/Frozen
25744,25599,Business Account,1.0,Inactive/Dormant
25745,22515,Certificate of Deposit (CD),8748.0,Blocked/Frozen
25747,34019,Custodial Account,9865.0,Blocked/Frozen
25748,31026,Certificate of Deposit (CD),713.0,Blocked/Frozen
25751,21660,Checking/Current Account,18309.0,Defaulted
25752,65208,Custodial Account,404345846.0,Defaulted
25758,5408,Custodial Account,935311.0,Limited/Restricted
25760,47129,Trust Account,36599716.0,Closed
25762,42915,Certificate of Deposit (CD),9044848.0,Defaulted
25764,18749,Individual Retirement Account (IRA),49014091.0,Limited/Restricted
25774,9655,Trust Account,35107162.0,Active
25776,39768,Savings Account,9195.0,Inactive/Dormant
25781,26207,Business Account,87317642.0,Limited/Restricted
25783,47084,Certificate of Deposit (CD),9000.0,Closed
25784,53694,Savings Account,53.0,Limited/Restricted
25785,26742,Individual Retirement Account (IRA),69206716.0,Active
25793,27586,Savings Account,851.0,Active
25798,39015,Business Account,7430205.0,Defaulted
25805,19045,Savings Account,422395.0,Limited/Restricted
25807,22952,Custodial Account,12.0,Limited/Restricted
25808,64137,Trust Account,9917550.0,Limited/Restricted
25815,56087,Certificate of Deposit (CD),173532515.0,Defaulted
25821,56906,Checking/Current Account,471826516.0,Blocked/Frozen
25826,43834,Savings Account,81386793.0,Blocked/Frozen
25831,13594,Certificate of Deposit (CD),680.0,Active
25835,46842,Certificate of Deposit (CD),647375.0,Active
25837,22233,Individual Retirement Account (IRA),8083938.0,Limited/Restricted
25838,35470,Savings Account,5973.0,Defaulted
25845,22942,Savings Account,72.0,Limited/Restricted
25847,10780,Individual Retirement Account (IRA),1319.0,Blocked/Frozen
25857,14143,Savings Account,6.0,Active
25860,12764,Custodial Account,85056855.0,Blocked/Frozen
25863,13373,Savings Account,26360.0,Blocked/Frozen
25871,58176,Checking/Current Account,419.0,Blocked/Frozen
25876,1188,Individual Retirement Account (IRA),12.0,Blocked/Frozen
25883,61890,Trust Account,1008.0,Defaulted
25890,61890,Business Account,7.0,Defaulted
25904,31703,Trust Account,7.0,Blocked/Frozen
25906,64822,Business Account,9761791.0,Blocked/Frozen
25910,37999,Trust Account,9848.0,Blocked/Frozen
25911,49684,Business Account,3.0,Active
25914,51578,Business Account,975.0,Closed
25917,5883,Custodial Account,3273.0,Inactive/Dormant
25920,58475,Certificate of Deposit (CD),0.0,Defaulted
25925,12747,Certificate of Deposit (CD),555.0,Limited/Restricted
25942,53737,Savings Account,581.0,Active
25950,19660,Individual Retirement Account (IRA),1.0,Active
25951,7584,Business Account,45.0,Defaulted
25952,33749,Checking/Current Account,596612790.0,Defaulted
25959,8070,Custodial Account,8.0,Limited/Restricted
25965,42683,Individual Retirement Account (IRA),72.0,Limited/Restricted
25969,31104,Custodial Account,583.0,Limited/Restricted
25972,61509,Business Account,18582.0,Closed
25973,1507,Savings Account,4.0,Limited/Restricted
25976,4297,Custodial Account,61.0,Defaulted
25977,62279,Business Account,952802762.0,Defaulted
25982,37961,Business Account,72.0,Limited/Restricted
25990,24271,Individual Retirement Account (IRA),54443178.0,Inactive/Dormant
25991,36740,Individual Retirement Account (IRA),65140.0,Active
25995,5321,Trust Account,737094.0,Closed
25999,35309,Certificate of Deposit (CD),24240.0,Active
26000,15143,Business Account,525209.0,Closed
26003,11567,Trust Account,2.0,Inactive/Dormant
26016,4651,Checking/Current Account,64949.0,Inactive/Dormant
26023,50835,Checking/Current Account,1.0,Defaulted
26024,19462,Custodial Account,90249872.0,Active
26026,41145,Checking/Current Account,43025.0,Closed
26029,34963,Certificate of Deposit (CD),9608585.0,Limited/Restricted
26035,7753,Business Account,7250131.0,Blocked/Frozen
26040,48585,Certificate of Deposit (CD),890.0,Closed
26050,48346,Checking/Current Account,16265.0,Blocked/Frozen
26051,55538,Certificate of Deposit (CD),64.0,Defaulted
26058,31064,Checking/Current Account,85869.0,Defaulted
26059,59849,Individual Retirement Account (IRA),42.0,Defaulted
26069,19966,Individual Retirement Account (IRA),347981.0,Defaulted
26070,45163,Business Account,178009.0,Inactive/Dormant
26073,57968,Individual Retirement Account (IRA),426.0,Limited/Restricted
26082,49004,Trust Account,18.0,Limited/Restricted
26088,23833,Business Account,924144612.0,Blocked/Frozen
26091,32528,Business Account,8259509.0,Active
26096,61000,Savings Account,8012.0,Closed
26097,17567,Trust Account,29.0,Closed
26099,11941,Savings Account,50854374.0,Active
26113,5742,Individual Retirement Account (IRA),56509512.0,Active
26114,18877,Savings Account,4892355.0,Active
26116,28911,Custodial Account,26236599.0,Defaulted
26121,15055,Savings Account,997309568.0,Inactive/Dormant
26123,42182,Individual Retirement Account (IRA),4818042.0,Closed
26131,45931,Checking/Current Account,998390.0,Blocked/Frozen
26134,25816,Checking/Current Account,88.0,Closed
26135,31410,Business Account,4.0,Blocked/Frozen
26136,7891,Trust Account,421425047.0,Active
26138,51084,Custodial Account,7688.0,Inactive/Dormant
26155,54755,Trust Account,52520548.0,Closed
26156,36525,Certificate of Deposit (CD),11151770.0,Active
26158,49410,Certificate of Deposit (CD),9.0,Closed
26164,36063,Savings Account,795367.0,Defaulted
26172,64531,Custodial Account,863693353.0,Blocked/Frozen
26174,39105,Savings Account,51476454.0,Closed
26175,61464,Certificate of Deposit (CD),50.0,Inactive/Dormant
26176,34987,Custodial Account,4759518.0,Active
26177,44845,Savings Account,6.0,Defaulted
26179,23441,Business Account,5475.0,Limited/Restricted
26183,4114,Trust Account,90250.0,Closed
26186,53893,Trust Account,1844.0,Active
26188,2403,Savings Account,371.0,Closed
26192,35779,Savings Account,5242716.0,Defaulted
26196,1029,Business Account,859.0,Blocked/Frozen
26198,20154,Trust Account,6642201.0,Closed
26199,31742,Custodial Account,7.0,Limited/Restricted
26200,61122,Individual Retirement Account (IRA),1232.0,Closed
26201,36831,Individual Retirement Account (IRA),662810.0,Closed
26204,50935,Business Account,8454179.0,Active
26210,25816,Savings Account,571.0,Inactive/Dormant
26211,20965,Individual Retirement Account (IRA),691730.0,Defaulted
26212,39591,Individual Retirement Account (IRA),2242761.0,Active
26214,37648,Individual Retirement Account (IRA),4605509.0,Defaulted
26217,58966,Savings Account,2.0,Blocked/Frozen
26231,52698,Business Account,6900.0,Inactive/Dormant
26233,32087,Trust Account,606.0,Limited/Restricted
26235,64026,Savings Account,2036.0,Limited/Restricted
26236,35458,Individual Retirement Account (IRA),8907713.0,Defaulted
26238,44681,Business Account,4415.0,Inactive/Dormant
26244,29263,Checking/Current Account,8.0,Limited/Restricted
26250,50269,Savings Account,13.0,Blocked/Frozen
26251,55915,Business Account,205527.0,Inactive/Dormant
26253,11400,Custodial Account,96.0,Inactive/Dormant
26254,3008,Custodial Account,669.0,Limited/Restricted
26257,39425,Checking/Current Account,7446269.0,Closed
26258,9836,Business Account,7.0,Defaulted
26259,23201,Business Account,6558.0,Blocked/Frozen
26262,46880,Custodial Account,6789.0,Limited/Restricted
26263,41573,Checking/Current Account,144036645.0,Closed
26264,26985,Business Account,9.0,Active
26265,14283,Checking/Current Account,7325.0,Active
26266,35309,Custodial Account,79414049.0,Blocked/Frozen
26275,33311,Individual Retirement Account (IRA),5.0,Limited/Restricted
26276,19639,Trust Account,96940649.0,Defaulted
26284,37155,Individual Retirement Account (IRA),3974.0,Active
26290,29035,Custodial Account,383137089.0,Inactive/Dormant
26291,47372,Business Account,418801.0,Active
26293,58439,Trust Account,507871701.0,Closed
26295,2135,Trust Account,737.0,Blocked/Frozen
26296,13406,Checking/Current Account,8.0,Active
26298,24628,Savings Account,7672.0,Closed
26305,35386,Certificate of Deposit (CD),45.0,Active
26308,1820,Savings Account,41300.0,Blocked/Frozen
26316,4627,Checking/Current Account,7983418.0,Defaulted
26317,5339,Individual Retirement Account (IRA),49891.0,Limited/Restricted
26318,17760,Business Account,580405.0,Defaulted
26320,30849,Trust Account,5.0,Active
26321,22272,Trust Account,41956351.0,Limited/Restricted
26322,58909,Individual Retirement Account (IRA),7550522.0,Limited/Restricted
26327,21525,Certificate of Deposit (CD),16.0,Inactive/Dormant
26328,32100,Custodial Account,21.0,Defaulted
26329,45470,Savings Account,10885003.0,Active
26338,62414,Custodial Account,314200.0,Closed
26341,40256,Custodial Account,69.0,Blocked/Frozen
26342,47734,Custodial Account,7.0,Inactive/Dormant
26352,64632,Custodial Account,37581536.0,Active
26353,44965,Savings Account,65.0,Defaulted
26360,21371,Business Account,75.0,Inactive/Dormant
26379,22269,Certificate of Deposit (CD),935867511.0,Closed
26384,43010,Business Account,2.0,Inactive/Dormant
26387,29441,Trust Account,3.0,Blocked/Frozen
26395,48966,Certificate of Deposit (CD),8.0,Defaulted
26396,48720,Trust Account,193171.0,Inactive/Dormant
26404,59474,Checking/Current Account,625.0,Blocked/Frozen
26412,40251,Savings Account,7941572.0,Inactive/Dormant
26414,23321,Certificate of Deposit (CD),4299088.0,Inactive/Dormant
26421,10250,Business Account,878.0,Active
26426,42915,Individual Retirement Account (IRA),4.0,Defaulted
26431,44801,Certificate of Deposit (CD),832990166.0,Inactive/Dormant
26432,56146,Trust Account,8371.0,Active
26434,64831,Custodial Account,1.0,Limited/Restricted
26435,54423,Trust Account,61.0,Defaulted
26441,18876,Savings Account,950454.0,Closed
26442,20459,Checking/Current Account,752993090.0,Active
26444,45753,Certificate of Deposit (CD),7122.0,Active
26446,3020,Business Account,51470.0,Closed
26448,50333,Savings Account,4612927.0,Inactive/Dormant
26454,25986,Business Account,183.0,Inactive/Dormant
26456,49865,Trust Account,8373.0,Inactive/Dormant
26457,36444,Individual Retirement Account (IRA),7616328.0,Defaulted
26460,8363,Custodial Account,36.0,Blocked/Frozen
26461,48113,Individual Retirement Account (IRA),174631.0,Blocked/Frozen
26465,49229,Checking/Current Account,747.0,Limited/Restricted
26466,11841,Trust Account,92383.0,Blocked/Frozen
26467,20339,Business Account,111227703.0,Inactive/Dormant
26474,46647,Certificate of Deposit (CD),6974.0,Inactive/Dormant
26480,27898,Custodial Account,5808.0,Active
26491,13640,Checking/Current Account,387140269.0,Inactive/Dormant
26495,48745,Custodial Account,3.0,Limited/Restricted
26497,56829,Individual Retirement Account (IRA),293425.0,Closed
26499,6640,Business Account,736125.0,Blocked/Frozen
26511,23123,Custodial Account,9243.0,Closed
26512,21696,Trust Account,68696.0,Inactive/Dormant
26515,33768,Custodial Account,3272977.0,Defaulted
26520,63646,Certificate of Deposit (CD),8519203.0,Limited/Restricted
26521,33554,Checking/Current Account,273562.0,Active
26524,7672,Certificate of Deposit (CD),81620350.0,Limited/Restricted
26525,59381,Trust Account,22.0,Limited/Restricted
26529,33424,Certificate of Deposit (CD),4.0,Defaulted
26532,4608,Trust Account,19747.0,Active
26538,28196,Certificate of Deposit (CD),5927055.0,Defaulted
26539,31223,Business Account,739.0,Blocked/Frozen
26546,59817,Certificate of Deposit (CD),0.0,Defaulted
26550,9461,Checking/Current Account,131306.0,Closed
26562,532,Business Account,362458883.0,Limited/Restricted
26567,46496,Custodial Account,4262785.0,Closed
26573,21229,Custodial Account,24313.0,Blocked/Frozen
26575,44154,Trust Account,5.0,Active
26578,31185,Custodial Account,75785.0,Active
26580,57789,Checking/Current Account,1872.0,Limited/Restricted
26581,63987,Checking/Current Account,22164813.0,Limited/Restricted
26584,49669,Custodial Account,79504419.0,Blocked/Frozen
26585,60136,Savings Account,29391.0,Active
26586,6243,Certificate of Deposit (CD),29456.0,Active
26588,61814,Checking/Current Account,4634.0,Inactive/Dormant
26589,29766,Checking/Current Account,56.0,Limited/Restricted
26593,39105,Checking/Current Account,394.0,Active
26594,17546,Business Account,6.0,Inactive/Dormant
26597,3449,Savings Account,1.0,Closed
26601,46177,Custodial Account,816.0,Active
26604,54247,Savings Account,70799947.0,Closed
26606,43384,Savings Account,11016069.0,Defaulted
26609,24668,Trust Account,82744.0,Inactive/Dormant
26611,20547,Checking/Current Account,5573578.0,Closed
26613,37645,Custodial Account,7346.0,Blocked/Frozen
26617,39418,Checking/Current Account,781597687.0,Defaulted
26624,45486,Trust Account,140025.0,Active
26629,64950,Certificate of Deposit (CD),512.0,Limited/Restricted
26630,34217,Checking/Current Account,944442614.0,Active
26633,30068,Business Account,705849.0,Active
26638,49101,Checking/Current Account,93.0,Active
26644,20596,Checking/Current Account,568627.0,Limited/Restricted
26662,53451,Trust Account,9882.0,Closed
26663,56563,Custodial Account,78.0,Closed
26666,25884,Certificate of Deposit (CD),297.0,Defaulted
26669,14629,Checking/Current Account,626228565.0,Active
26674,37047,Individual Retirement Account (IRA),4376.0,Blocked/Frozen
26683,5786,Custodial Account,3369604.0,Blocked/Frozen
26688,55713,Checking/Current Account,9109133.0,Defaulted
26692,54471,Certificate of Deposit (CD),31871157.0,Blocked/Frozen
26694,20596,Business Account,717503249.0,Blocked/Frozen
26698,48826,Individual Retirement Account (IRA),4062445.0,Defaulted
26700,47864,Certificate of Deposit (CD),1784.0,Blocked/Frozen
26705,38086,Savings Account,3.0,Closed
26715,32147,Savings Account,7.0,Defaulted
26719,41136,Savings Account,6.0,Active
26722,38695,Checking/Current Account,426.0,Active
26725,301,Custodial Account,258365.0,Closed
26728,58461,Savings Account,391954.0,Inactive/Dormant
26729,32233,Savings Account,83.0,Limited/Restricted
26730,17039,Trust Account,72.0,Blocked/Frozen
26731,26306,Individual Retirement Account (IRA),3327.0,Limited/Restricted
26732,11710,Certificate of Deposit (CD),233.0,Defaulted
26734,60305,Trust Account,317191600.0,Blocked/Frozen
26735,38527,Trust Account,4.0,Blocked/Frozen
26740,15553,Trust Account,273.0,Defaulted
26741,29301,Savings Account,136739.0,Inactive/Dormant
26742,2291,Savings Account,2023683.0,Active
26749,62998,Individual Retirement Account (IRA),777563.0,Active
26773,41197,Trust Account,8.0,Inactive/Dormant
26787,12820,Checking/Current Account,73214315.0,Closed
26791,6624,Savings Account,33624091.0,Closed
26798,40964,Savings Account,2.0,Active
26805,48645,Business Account,8497.0,Limited/Restricted
26816,60828,Savings Account,821189.0,Inactive/Dormant
26819,27563,Individual Retirement Account (IRA),89086150.0,Blocked/Frozen
26821,50543,Custodial Account,989370.0,Inactive/Dormant
26823,20770,Business Account,8811078.0,Closed
26826,59025,Trust Account,40772.0,Defaulted
26828,33948,Individual Retirement Account (IRA),92.0,Inactive/Dormant
26829,55230,Trust Account,113203205.0,Active
26832,56045,Business Account,93812753.0,Closed
26834,54413,Trust Account,999337017.0,Defaulted
26840,259,Certificate of Deposit (CD),573049.0,Closed
26841,3896,Checking/Current Account,2833.0,Blocked/Frozen
