credit_id,customer_id,credit_score,credit_limit
37725,36040,800 - 850,850156.0
37727,47879,800 - 850,698578.0
37728,10060,740 - 799,871437.0
37736,53090,740 - 799,507.0
37749,13711,670 - 739,5.0
37753,48318,300 - 579,65701.0
37756,22078,740 - 799,23467871.0
37774,32045,740 - 799,5234585.0
37780,38935,300 - 579,95.0
37781,18612,670 - 739,68005926.0
37784,45508,800 - 850,10465.0
37787,5879,670 - 739,403459852.0
37796,36320,580 - 669,200785.0
37798,56442,300 - 579,91610861.0
37801,48543,300 - 579,6.0
37802,57343,740 - 799,8142.0
37804,57271,300 - 579,3.0
37810,18883,670 - 739,386.0
37817,27339,670 - 739,27.0
37825,42826,670 - 739,0.0
37827,8451,580 - 669,51678.0
37830,46661,300 - 579,5303798.0
37831,30411,800 - 850,3084.0
37835,5979,580 - 669,145220.0
37842,63280,740 - 799,529393.0
37843,45325,580 - 669,927883.0
37846,59202,670 - 739,11118056.0
37853,47662,300 - 579,880.0
37854,47223,300 - 579,362903.0
37856,39189,580 - 669,14935042.0
37858,44413,580 - 669,998873.0
37860,48728,800 - 850,7890.0
37867,43725,800 - 850,4093199.0
37871,30478,740 - 799,419.0
37881,16213,670 - 739,6.0
37885,58430,580 - 669,5488105.0
37889,31082,300 - 579,10115.0
37892,12074,670 - 739,8934.0
37893,42379,740 - 799,29.0
37905,10924,300 - 579,37947.0
37907,18962,300 - 579,432.0
37912,49887,740 - 799,964.0
37916,22857,740 - 799,7159.0
37922,54372,580 - 669,91.0
37926,24325,580 - 669,4710.0
37927,22998,300 - 579,53896713.0
37928,44079,300 - 579,50233436.0
37929,48797,670 - 739,2.0
37932,49122,740 - 799,271.0
37934,21076,670 - 739,429.0
37936,40509,670 - 739,1153.0
37939,31202,300 - 579,5309832.0
37944,54144,300 - 579,72.0
37947,64463,800 - 850,9034724.0
37949,42661,300 - 579,9316.0
37953,45611,580 - 669,15239698.0
37954,26060,670 - 739,1156997.0
37961,28922,800 - 850,303.0
37963,19215,300 - 579,92765.0
37964,14933,800 - 850,43771125.0
37967,4125,300 - 579,57457.0
37970,62662,580 - 669,8.0
37973,58726,800 - 850,0.0
37979,4370,670 - 739,8962.0
37980,47422,300 - 579,45.0
37991,53913,670 - 739,874646.0
37992,38492,580 - 669,9.0
37996,63222,800 - 850,6.0
37997,51277,740 - 799,8529.0
38002,53365,800 - 850,629758973.0
38006,32629,800 - 850,871.0
38007,39951,800 - 850,5627.0
38011,64942,300 - 579,40916393.0
38016,58287,800 - 850,89.0
38017,59285,670 - 739,94219.0
38018,65376,300 - 579,7643.0
38021,55680,580 - 669,53888.0
38022,36087,580 - 669,9855142.0
38024,40426,580 - 669,674083076.0
38025,57440,670 - 739,10144.0
38027,65531,300 - 579,39.0
38033,472,300 - 579,95985.0
38037,30228,670 - 739,47.0
38045,39676,670 - 739,55737.0
38047,37082,300 - 579,96866012.0
38052,57043,800 - 850,58.0
38063,19390,300 - 579,27384129.0
38064,3029,800 - 850,85514249.0
38069,9800,740 - 799,39.0
38071,28251,300 - 579,12.0
38080,28005,740 - 799,190.0
38084,4181,300 - 579,31389742.0
38086,17180,740 - 799,66050.0
38095,987,580 - 669,5.0
38096,57369,670 - 739,650.0
38099,55207,800 - 850,76812.0
38101,61750,740 - 799,81046.0
38102,54145,670 - 739,300.0
38106,20483,670 - 739,3382643.0
38108,493,670 - 739,377281.0
38111,1702,580 - 669,60.0
38115,16530,740 - 799,375493048.0
38122,62787,580 - 669,972190822.0
38124,37824,670 - 739,80976.0
38127,41890,740 - 799,356.0
38133,3029,580 - 669,71.0
38138,1027,580 - 669,92193261.0
38142,46339,670 - 739,314734826.0
38152,50021,300 - 579,70.0
38153,53854,580 - 669,74021.0
38154,8036,740 - 799,299824.0
38155,5394,300 - 579,548.0
38157,52055,800 - 850,641.0
38158,31344,580 - 669,430787.0
38162,31198,740 - 799,109664211.0
38168,27837,300 - 579,769137.0
38171,45693,670 - 739,770416060.0
38173,3618,800 - 850,3239.0
38177,30414,740 - 799,6502.0
38180,50012,800 - 850,943450622.0
38181,10977,740 - 799,589828883.0
38184,35000,800 - 850,33.0
38186,27060,580 - 669,1.0
38187,16497,300 - 579,1693763.0
38190,46755,740 - 799,97540663.0
38191,57619,670 - 739,3.0
38192,57680,800 - 850,8125.0
38210,6630,670 - 739,43.0
38212,51928,740 - 799,39886.0
38217,64039,670 - 739,7650.0
38221,51913,800 - 850,2.0
38224,58654,300 - 579,9520846.0
38225,10479,580 - 669,704934.0
38228,34465,300 - 579,54000.0
38233,61699,300 - 579,40802.0
38238,46347,670 - 739,302.0
38243,40400,580 - 669,2601567.0
38244,9383,800 - 850,7862.0
38247,50745,580 - 669,203722.0
38257,59057,580 - 669,8510.0
38261,41043,670 - 739,342.0
38263,40237,300 - 579,259949594.0
38264,59362,670 - 739,665155.0
38265,46317,800 - 850,3945538.0
38272,31376,580 - 669,6754782.0
38282,237,800 - 850,9820.0
38291,36721,800 - 850,9.0
38293,50174,740 - 799,1746.0
38295,33036,800 - 850,462.0
38298,8425,300 - 579,2404548.0
38301,37525,580 - 669,640585.0
38307,34099,670 - 739,5268.0
38308,31131,740 - 799,919101.0
38311,14297,800 - 850,892.0
38316,8563,740 - 799,421500373.0
38318,41459,740 - 799,63.0
38319,45734,800 - 850,8846230.0
38325,6867,300 - 579,513029.0
38330,52854,670 - 739,687214.0
38331,30844,580 - 669,91.0
38333,19554,800 - 850,856.0
38335,43927,580 - 669,615861.0
38345,5893,800 - 850,342.0
38347,8969,800 - 850,671798.0
38358,48814,580 - 669,4534.0
38359,33749,300 - 579,58124.0
38365,20967,300 - 579,6318.0
38369,22288,580 - 669,58.0
38378,39177,300 - 579,952.0
38381,30106,300 - 579,60911.0
38384,5802,800 - 850,80028.0
38385,14224,740 - 799,1144583.0
38391,29343,300 - 579,67350.0
38396,7760,740 - 799,83.0
38397,54772,670 - 739,224979.0
38401,35434,670 - 739,244.0
38406,4786,670 - 739,95731.0
38409,28267,300 - 579,86.0
38416,60324,580 - 669,328689156.0
38419,35941,670 - 739,9.0
38429,12277,670 - 739,13351.0
38430,61345,670 - 739,313487.0
38436,60017,740 - 799,5963.0
38437,65429,300 - 579,190011393.0
38439,59601,740 - 799,3976975.0
38440,36687,800 - 850,631.0
38451,27924,300 - 579,254027783.0
38454,65346,580 - 669,437550.0
38456,11770,740 - 799,357002176.0
38457,57325,800 - 850,658513.0
38458,35243,670 - 739,4.0
38459,32487,300 - 579,8.0
38464,47902,740 - 799,97810.0
38469,1703,740 - 799,47105.0
38472,56711,800 - 850,522567.0
38474,48525,740 - 799,4.0
38475,16546,800 - 850,12952.0
38479,42912,670 - 739,79.0
38481,13777,580 - 669,18489718.0
38483,16471,300 - 579,404712263.0
38484,6670,300 - 579,735394483.0
38485,55684,580 - 669,1272.0
38486,64372,670 - 739,13544.0
38487,37670,800 - 850,7.0
38489,15915,670 - 739,65.0
38494,24373,670 - 739,38110.0
38498,18962,800 - 850,52.0
38499,37765,740 - 799,0.0
38500,1053,800 - 850,303.0
38503,42222,580 - 669,88.0
38505,35942,300 - 579,60.0
38507,59046,800 - 850,143.0
38509,5731,800 - 850,878671090.0
38510,36936,740 - 799,8679.0
38514,24450,580 - 669,6312241.0
38515,13295,670 - 739,383.0
38520,20573,800 - 850,8459445.0
38522,29993,740 - 799,451293.0
38524,58520,580 - 669,920860.0
38525,47807,670 - 739,65.0
38527,7750,670 - 739,2772.0
38528,25049,800 - 850,266871.0
38529,9047,580 - 669,667230131.0
38537,31141,740 - 799,454.0
38539,23865,670 - 739,9.0
38550,28005,300 - 579,225480755.0
38551,61110,800 - 850,80.0
38555,25900,740 - 799,630481.0
38556,43143,800 - 850,863209.0
38560,22138,580 - 669,298.0
38561,53136,580 - 669,9.0
38566,13906,670 - 739,43780.0
38567,42876,580 - 669,87.0
38568,36831,740 - 799,2.0
38570,18061,670 - 739,545.0
38575,2938,740 - 799,704.0
38580,4589,670 - 739,58.0
38581,31078,580 - 669,16031210.0
38583,13705,580 - 669,453873029.0
38584,2135,580 - 669,87.0
38587,26212,740 - 799,1.0
38592,9733,740 - 799,6.0
38599,40551,800 - 850,6.0
38605,12113,740 - 799,9586296.0
38606,44685,580 - 669,1614.0
38607,19507,800 - 850,30488662.0
38608,56319,740 - 799,681012.0
38614,2654,670 - 739,923067428.0
38615,472,740 - 799,4236311.0
38617,10903,670 - 739,48655824.0
38625,23497,670 - 739,414679501.0
38630,16878,740 - 799,76.0
38631,19889,300 - 579,526418.0
38633,4289,740 - 799,624208.0
38637,5896,740 - 799,4.0
38643,34320,670 - 739,19184.0
38644,49809,740 - 799,770004043.0
38648,49661,800 - 850,3648836.0
38655,13906,580 - 669,3478796.0
38660,64524,580 - 669,7775858.0
38664,28779,300 - 579,88783.0
38666,34852,670 - 739,7911.0
38667,40338,300 - 579,553.0
38669,3618,800 - 850,99082244.0
38670,30231,300 - 579,711041.0
38671,48611,300 - 579,559801934.0
38677,32177,740 - 799,548322.0
38678,10305,740 - 799,9519.0
38679,65171,670 - 739,9343884.0
38688,62179,800 - 850,3327.0
38699,11484,300 - 579,48061.0
38701,55486,740 - 799,73391454.0
38704,26046,300 - 579,46737.0
38706,64635,670 - 739,381.0
38708,52122,800 - 850,5961.0
38710,27661,740 - 799,517355178.0
38713,31742,670 - 739,4376.0
38719,4598,740 - 799,69642588.0
38721,48826,580 - 669,352423728.0
38725,26020,300 - 579,286.0
38726,41953,580 - 669,9.0
38728,64635,800 - 850,411348.0
38730,29739,670 - 739,382150.0
38739,6048,580 - 669,38259.0
38744,65205,800 - 850,40.0
38748,20999,580 - 669,42.0
38749,53109,670 - 739,9898071.0
38751,25252,740 - 799,310991.0
38752,42517,300 - 579,42726.0
38754,55831,580 - 669,63.0
38756,1703,800 - 850,9.0
38758,25967,740 - 799,6895.0
38760,46251,580 - 669,28163.0
38763,57686,740 - 799,46.0
38764,52508,740 - 799,6111764.0
38771,4349,670 - 739,802.0
38774,42139,670 - 739,6411.0
38784,27292,300 - 579,645138.0
38791,56958,740 - 799,85.0
38794,26858,670 - 739,3.0
38802,3164,580 - 669,898623612.0
38805,9836,800 - 850,5.0
38808,2934,580 - 669,340.0
38811,50027,740 - 799,959545.0
38813,34861,740 - 799,695583.0
38816,65402,740 - 799,856.0
38823,36038,740 - 799,527.0
38831,16027,800 - 850,158818.0
38832,20770,740 - 799,69.0
38833,52356,670 - 739,3.0
38834,52820,740 - 799,27284483.0
38837,40528,740 - 799,8779343.0
38840,36938,300 - 579,4521.0
38841,21132,300 - 579,11763.0
38845,7141,300 - 579,72.0
38846,61220,670 - 739,642411.0
38854,60764,740 - 799,4784.0
38857,37766,740 - 799,223798242.0
38861,21454,740 - 799,489.0
38863,7672,580 - 669,332518.0
38866,38278,670 - 739,672358.0
38867,63304,740 - 799,296.0
38878,45712,300 - 579,2469.0
38885,61590,740 - 799,0.0
38889,46029,670 - 739,220526.0
38895,4104,670 - 739,174675209.0
38898,62869,740 - 799,67721.0
38902,50401,300 - 579,8.0
38907,30972,740 - 799,32093090.0
38911,3404,800 - 850,65895421.0
38915,59875,740 - 799,64678.0
38931,43725,670 - 739,7824.0
38933,32883,800 - 850,93770.0
38936,41838,800 - 850,23103740.0
38937,35329,800 - 850,545.0
38938,12675,300 - 579,1859.0
38940,65096,800 - 850,6343.0
38947,19317,300 - 579,58366.0
38949,26926,580 - 669,641949484.0
38953,53643,800 - 850,375834.0
38954,16715,800 - 850,38.0
38955,23480,300 - 579,9679773.0
38956,31256,800 - 850,883.0
38960,42808,670 - 739,3038.0
38961,65067,670 - 739,2346518.0
38962,54772,670 - 739,14654.0
38964,12554,580 - 669,369.0
38968,1301,580 - 669,1765481.0
38976,37479,740 - 799,9823358.0
38981,25649,580 - 669,293.0
38993,18911,800 - 850,317565907.0
38995,31265,300 - 579,670769.0
38996,4424,300 - 579,595918834.0
38999,1386,670 - 739,30340.0
39010,55521,580 - 669,8.0
39011,65407,580 - 669,333104240.0
39012,4266,670 - 739,9975.0
39021,61242,740 - 799,38441.0
39024,50757,670 - 739,1.0
39025,63668,300 - 579,92846481.0
39026,40098,300 - 579,794305601.0
39028,17617,800 - 850,28.0
39030,14444,670 - 739,11.0
39036,51727,670 - 739,3.0
39042,20049,670 - 739,82191290.0
39047,47506,580 - 669,76353246.0
39048,16820,800 - 850,3024850.0
39051,33803,740 - 799,796050.0
39055,5299,580 - 669,4896917.0
39056,29011,800 - 850,42326313.0
39057,20887,580 - 669,865739847.0
39060,21702,300 - 579,596.0
39062,46958,740 - 799,182173.0
39063,43979,800 - 850,58965727.0
39067,32442,800 - 850,91695332.0
39068,22487,300 - 579,328870.0
39070,33977,580 - 669,28927.0
39072,31065,740 - 799,89.0
39078,6735,300 - 579,74180959.0
39083,51252,800 - 850,559.0
39087,14376,740 - 799,44348946.0
39094,35668,740 - 799,683314239.0
39096,19963,670 - 739,1366876.0
39099,64950,300 - 579,211.0
39101,42462,740 - 799,47.0
39102,34798,740 - 799,4.0
39103,12022,740 - 799,21676891.0
39106,54032,740 - 799,394351778.0
39108,22191,580 - 669,983135300.0
39110,57625,300 - 579,9.0
39115,12381,670 - 739,409.0
39120,22035,300 - 579,650.0
39123,28948,800 - 850,3699859.0
39127,14938,800 - 850,38587.0
39143,9165,740 - 799,888.0
39149,17747,800 - 850,57824.0
39154,26926,300 - 579,34.0
39155,3045,670 - 739,8.0
39162,52863,580 - 669,814399510.0
39167,15652,670 - 739,50508052.0
39169,55960,300 - 579,77.0
39171,58255,300 - 579,2.0
39178,39023,300 - 579,996389.0
39182,21215,580 - 669,6437.0
39197,7760,800 - 850,7243734.0
39199,65321,800 - 850,214904.0
39201,43618,580 - 669,55.0
39208,46880,800 - 850,7427.0
39209,62494,740 - 799,21831.0
39210,40236,740 - 799,4138492.0
39212,39493,300 - 579,80200811.0
39214,11174,300 - 579,0.0
39216,64541,670 - 739,209.0
39223,24443,800 - 850,65.0
39235,17820,670 - 739,7075.0
39242,8616,800 - 850,2.0
39246,7322,300 - 579,27076418.0
39247,40396,580 - 669,69.0
39249,45753,300 - 579,7073.0
39253,36794,300 - 579,828.0
39259,10077,670 - 739,34873744.0
39266,44413,740 - 799,53.0
39268,44786,740 - 799,923.0
39270,40189,580 - 669,437.0
39274,1474,670 - 739,884.0
39280,36377,670 - 739,76.0
39291,3036,580 - 669,8082408.0
39293,52625,740 - 799,43629.0
39294,1622,800 - 850,45809.0
39297,52773,580 - 669,2469660.0
39299,53265,300 - 579,9802.0
39300,62013,740 - 799,6.0
39302,27696,580 - 669,89.0
39310,41399,800 - 850,7.0
39313,33158,670 - 739,143748.0
39324,57361,800 - 850,73458.0
39326,37545,580 - 669,964921.0
39336,37249,580 - 669,9938770.0
39340,55022,580 - 669,1.0
39342,21868,300 - 579,23496.0
39343,2388,670 - 739,20292211.0
39344,21798,740 - 799,729493.0
39345,16836,670 - 739,2.0
39347,26490,800 - 850,4.0
39348,17861,740 - 799,139.0
39358,7159,300 - 579,66.0
39359,448,670 - 739,27040.0
39361,5934,300 - 579,74981.0
39362,61434,300 - 579,5.0
39367,52799,300 - 579,3245555.0
39375,26491,800 - 850,1791.0
39377,8908,300 - 579,903199396.0
39378,41551,670 - 739,329089609.0
39381,19550,300 - 579,7.0
39383,37296,580 - 669,75.0
39386,21541,580 - 669,6.0
39388,39694,800 - 850,50.0
39391,11497,740 - 799,653577.0
39395,32541,740 - 799,1631.0
39400,22947,300 - 579,1.0
39403,30073,670 - 739,66045.0
39408,47476,300 - 579,536.0
39410,33804,670 - 739,0.0
39419,21723,580 - 669,380.0
39426,38204,670 - 739,5948.0
39436,28750,670 - 739,1963309.0
39441,2839,300 - 579,35694.0
39442,65248,670 - 739,37465.0
39449,6735,800 - 850,193.0
39455,16640,670 - 739,555478496.0
39458,15553,670 - 739,879.0
39468,63301,740 - 799,979202098.0
39472,448,580 - 669,44.0
39473,52495,740 - 799,212.0
39478,28049,580 - 669,40.0
39479,28406,580 - 669,4119413.0
39484,24355,300 - 579,827803226.0
39488,61191,800 - 850,8135.0
39490,40400,740 - 799,15.0
39492,41094,800 - 850,60156220.0
39494,39304,740 - 799,8796.0
39499,35973,300 - 579,10711977.0
39501,11319,800 - 850,750092435.0
39502,20290,300 - 579,508046.0
39504,13713,670 - 739,94844.0
39508,15566,670 - 739,962500.0
39513,39304,300 - 579,864677423.0
39514,57173,300 - 579,6827.0
39516,53545,580 - 669,78.0
39518,9616,740 - 799,7.0
39519,60661,300 - 579,28.0
39520,38089,300 - 579,16.0
39526,27485,580 - 669,2.0
39529,54957,300 - 579,45226508.0
39530,21019,800 - 850,13222.0
39536,59172,740 - 799,2253619.0
39542,27745,740 - 799,584141.0
39544,35416,300 - 579,14412.0
39546,14518,300 - 579,686587026.0
39548,39609,670 - 739,588.0
39562,11979,580 - 669,7285666.0
39565,10977,800 - 850,9.0
39567,64824,670 - 739,4591210.0
39568,39967,740 - 799,211917484.0
39571,5464,580 - 669,852990281.0
39572,14994,740 - 799,171488.0
39575,13711,300 - 579,79367.0
39576,51996,670 - 739,59031.0
39577,59939,300 - 579,5879.0
39580,21926,670 - 739,873064580.0
39588,60402,740 - 799,248.0
39594,47515,300 - 579,7556276.0
39597,55713,800 - 850,14.0
39598,52067,580 - 669,538721.0
39601,30320,800 - 850,4883352.0
39602,20493,800 - 850,6780.0
39606,59852,580 - 669,646.0
39635,7359,580 - 669,396.0
39638,48685,300 - 579,60.0
39640,32564,300 - 579,685.0
39644,62177,740 - 799,78905.0
39646,11349,800 - 850,892606.0
39648,52545,580 - 669,182.0
39652,17774,740 - 799,33878340.0
39655,43284,300 - 579,14189.0
39656,33361,670 - 739,49223856.0
39659,25471,300 - 579,1.0
39670,23588,300 - 579,2413.0
39671,42284,670 - 739,1564.0
39673,24547,800 - 850,923.0
39677,34326,300 - 579,269323281.0
39682,41266,740 - 799,538893939.0
39688,60886,800 - 850,7455574.0
39692,57275,580 - 669,9258.0
39693,4589,670 - 739,75.0
39700,948,300 - 579,136.0
39701,29617,740 - 799,19916236.0
39702,22235,670 - 739,1.0
39703,41577,300 - 579,944540435.0
39708,17617,300 - 579,687840.0
39712,9103,300 - 579,39620914.0
39713,17572,740 - 799,777.0
39717,2225,800 - 850,12407091.0
39718,39391,800 - 850,0.0
39723,19359,670 - 739,6027001.0
39724,40528,670 - 739,50.0
39726,47374,300 - 579,23762.0
39730,27340,740 - 799,910813.0
39733,63775,800 - 850,90474.0
39735,42014,300 - 579,458066563.0
39737,14615,580 - 669,92.0
39738,19639,800 - 850,31207.0
39739,16171,670 - 739,3206.0
39741,8544,740 - 799,148.0
39752,18831,740 - 799,28050574.0
39753,14615,670 - 739,461449132.0
39757,11121,580 - 669,5214023.0
39758,26901,300 - 579,48385646.0
39759,58770,740 - 799,926235.0
39760,43267,670 - 739,8.0
39774,7750,300 - 579,554347402.0
39781,7151,670 - 739,62.0
39784,3676,300 - 579,5901.0
39789,10242,740 - 799,84647061.0
39792,62063,740 - 799,7493264.0
39794,6176,300 - 579,7750477.0
39795,47876,670 - 739,4031.0
39800,9103,800 - 850,249040.0
39802,29435,580 - 669,298.0
39806,231,740 - 799,2504015.0
39811,1183,740 - 799,139.0
39813,55680,740 - 799,54407.0
39818,3648,580 - 669,87909.0
39820,7750,580 - 669,5.0
39823,62063,800 - 850,743.0
39825,11275,740 - 799,986.0
39827,38919,300 - 579,2716.0
39829,38258,800 - 850,615387541.0
39834,25948,580 - 669,259904.0
39838,11848,800 - 850,233.0
39841,56909,800 - 850,8570959.0
39856,21396,580 - 669,1254.0
39857,5452,670 - 739,6702.0
39866,658,740 - 799,45758682.0
39868,18316,670 - 739,57881.0
39869,10749,670 - 739,76.0
39875,31173,670 - 739,696.0
39880,29993,300 - 579,227.0
39881,62787,740 - 799,5368306.0
39884,62310,670 - 739,273.0
39886,41551,740 - 799,11222.0
39888,34806,300 - 579,37464.0
39889,64585,580 - 669,378772.0
39894,53186,580 - 669,1864153.0
39895,39680,300 - 579,824586783.0
39896,32629,800 - 850,4405588.0
39901,7293,670 - 739,9355.0
39903,8564,670 - 739,401.0
39904,56882,800 - 850,243152515.0
39906,42415,670 - 739,516316522.0
39907,41522,580 - 669,4.0
39914,58426,740 - 799,64595.0
39915,26927,740 - 799,85560.0
39921,7645,670 - 739,21063924.0
39922,13288,300 - 579,81.0
39930,3543,300 - 579,405.0
39931,46049,300 - 579,447.0
39932,49187,800 - 850,396385953.0
39935,18184,670 - 739,253.0
39940,26542,300 - 579,82.0
39943,65321,740 - 799,459762344.0
39945,64629,740 - 799,983588114.0
39953,41266,740 - 799,75277947.0
39957,39559,670 - 739,61667.0
39958,17195,300 - 579,35670249.0
39963,7936,670 - 739,5.0
39971,2828,800 - 850,471555.0
39973,22185,670 - 739,1.0
39975,37961,670 - 739,4.0
39980,64444,800 - 850,2.0
39989,49403,800 - 850,74053952.0
39993,16307,740 - 799,944508508.0
39996,55896,670 - 739,65834.0
39997,4425,800 - 850,59.0
40002,14478,580 - 669,807.0
40004,8784,300 - 579,931400009.0
40007,61232,580 - 669,9114950.0
40008,41081,740 - 799,8210186.0
40012,44117,740 - 799,305831820.0
40013,11858,300 - 579,8.0
40015,8132,580 - 669,88186546.0
40021,58890,580 - 669,9.0
40022,36134,670 - 739,89682.0
40026,40285,740 - 799,50567302.0
40032,9891,580 - 669,70932.0
40033,4584,580 - 669,32217.0
40034,2905,580 - 669,3819324.0
40036,6880,740 - 799,3.0
40038,39622,670 - 739,341773875.0
40040,61668,580 - 669,863.0
40050,37202,670 - 739,885740548.0
40057,1630,300 - 579,1.0
40060,34138,580 - 669,94731673.0
40062,61558,670 - 739,10959799.0
40068,28049,300 - 579,234.0
40072,46564,300 - 579,5793608.0
40081,61896,800 - 850,22166.0
40084,42193,300 - 579,9.0
40086,9988,580 - 669,125028026.0
40089,57040,740 - 799,3212.0
40091,49556,670 - 739,989.0
40101,11994,670 - 739,767327616.0
40103,25591,740 - 799,940.0
40104,15652,740 - 799,968.0
40108,61394,740 - 799,53.0
40109,63527,580 - 669,508510.0
40113,18611,300 - 579,9.0
40119,8425,670 - 739,7431237.0
40128,3157,300 - 579,966.0
40139,58697,740 - 799,537066.0
40148,46548,800 - 850,134719891.0
40150,18637,580 - 669,1538627.0
40151,63897,300 - 579,8401402.0
40159,49247,670 - 739,70103827.0
40165,22364,670 - 739,8159704.0
40167,1821,300 - 579,42.0
40169,44413,300 - 579,822702.0
40170,64137,300 - 579,371400180.0
40182,44436,800 - 850,456063677.0
40196,43762,740 - 799,2946.0
40201,14930,800 - 850,62036.0
40202,65071,740 - 799,43692.0
40210,4914,300 - 579,7.0
40213,2133,300 - 579,837575.0
40214,14144,800 - 850,95994316.0
40219,39418,800 - 850,152437.0
40227,59319,580 - 669,476856.0
40230,8219,670 - 739,156.0
40234,15640,580 - 669,3195.0
40243,33063,800 - 850,63070.0
40244,47372,740 - 799,65394.0
40247,49328,670 - 739,4315.0
40251,60136,580 - 669,528439.0
40255,5347,670 - 739,710674.0
40262,11033,800 - 850,4583.0
40264,42925,740 - 799,937.0
40266,14904,580 - 669,55475.0
40267,19664,580 - 669,2734.0
40273,54119,670 - 739,4796.0
40278,61571,300 - 579,9471803.0
40288,53968,300 - 579,1.0
40291,16849,740 - 799,15.0
40295,38089,670 - 739,340643.0
40298,32585,740 - 799,6676.0
40301,64531,580 - 669,8404.0
40306,7751,670 - 739,4799509.0
40317,44790,740 - 799,665.0
40323,39254,740 - 799,0.0
40324,28915,670 - 739,8162219.0
40325,47422,740 - 799,57520468.0
40326,49101,800 - 850,234.0
40330,57368,670 - 739,80.0
40332,49148,740 - 799,11794721.0
40333,13984,300 - 579,3286.0
40336,61127,580 - 669,2662.0
40338,32969,300 - 579,5.0
40340,17445,670 - 739,6.0
40344,14871,670 - 739,3170.0
40346,9312,740 - 799,53.0
40354,64423,670 - 739,21531963.0
40355,37841,580 - 669,9064.0
40368,24034,800 - 850,387010.0
40369,36470,300 - 579,460847475.0
40373,41654,800 - 850,4.0
40374,1670,300 - 579,785753.0
40375,38607,670 - 739,426871.0
40378,53139,580 - 669,4.0
40382,1834,670 - 739,113.0
40388,31063,670 - 739,59.0
40392,8438,800 - 850,13069192.0
40395,59924,670 - 739,59590.0
40403,766,800 - 850,340448.0
40404,21706,670 - 739,155177304.0
40409,63619,740 - 799,7.0
40411,33817,580 - 669,11.0
40413,23188,300 - 579,8924.0
40418,52664,300 - 579,35479909.0
40419,49329,300 - 579,6309656.0
40421,47015,670 - 739,2226.0
40424,64726,580 - 669,8.0
40431,41610,800 - 850,484.0
40435,12820,800 - 850,927089900.0
40439,65409,800 - 850,938690.0
40440,65021,300 - 579,2809.0
40441,30405,670 - 739,411.0
40444,35616,670 - 739,90314485.0
40447,58507,580 - 669,12.0
40449,45244,800 - 850,647333433.0
40452,16500,670 - 739,4212788.0
40459,9836,300 - 579,40.0
40463,27947,670 - 739,9.0
40475,5835,580 - 669,9516.0
40476,17469,580 - 669,74.0
40477,32820,740 - 799,1976364.0
40478,16706,740 - 799,14515.0
40480,28029,300 - 579,54199.0
40485,7650,300 - 579,284499.0
40490,24109,740 - 799,692101.0
40493,9123,580 - 669,9.0
40502,1375,670 - 739,99548.0
40504,22624,670 - 739,21.0
40505,27339,740 - 799,63679.0
40508,18599,300 - 579,79259177.0
40513,22079,670 - 739,63611503.0
40519,64208,300 - 579,208.0
40527,63538,300 - 579,86.0
40533,20617,300 - 579,4.0
40534,61569,670 - 739,3.0
40536,19187,300 - 579,21.0
40539,36670,580 - 669,33.0
40540,59583,300 - 579,6565.0
40541,55146,740 - 799,4481.0
40542,38256,740 - 799,20743368.0
40543,37181,740 - 799,27267.0
40545,44476,740 - 799,85264160.0
40548,32511,670 - 739,292319567.0
40554,10559,300 - 579,1083854.0
40562,8471,670 - 739,865724148.0
40563,63728,740 - 799,510877.0
40566,31376,300 - 579,18.0
40570,47423,800 - 850,4763490.0
40572,21542,670 - 739,727531.0
40583,53986,580 - 669,951.0
40584,44471,300 - 579,766744101.0
40586,3056,580 - 669,18462638.0
40589,16363,800 - 850,129.0
40590,22992,800 - 850,12214.0
40592,9955,740 - 799,1460879.0
40594,34797,300 - 579,7324840.0
40602,48830,580 - 669,1100274.0
40606,42812,300 - 579,7.0
40607,65309,580 - 669,276424.0
40611,24265,580 - 669,288385654.0
40615,54649,300 - 579,83992904.0
40618,61857,740 - 799,2.0
40620,36063,300 - 579,7312.0
40649,42313,740 - 799,989.0
40653,46460,670 - 739,269301.0
40654,37810,580 - 669,429.0
40656,32857,300 - 579,3.0
40660,43397,580 - 669,9010804.0
40662,38998,300 - 579,266.0
40666,44819,740 - 799,318.0
40667,42876,300 - 579,368787.0
40671,25107,580 - 669,3397.0
40672,42506,800 - 850,739732076.0
40673,33125,300 - 579,381790.0
40676,44891,800 - 850,9.0
40679,27612,800 - 850,95875.0
40682,45470,670 - 739,2.0
40683,52677,580 - 669,12801342.0
40696,33768,580 - 669,7159381.0
40698,14839,800 - 850,63.0
40705,45758,670 - 739,66847804.0
40708,33230,740 - 799,892646.0
40710,29404,670 - 739,883.0
40711,4646,580 - 669,695412960.0
40713,3785,580 - 669,42829709.0
40720,38803,800 - 850,809233.0
40723,14179,580 - 669,5133.0
40725,28221,300 - 579,35862.0
40726,47197,800 - 850,255361613.0
40732,21603,740 - 799,1969463.0
40735,62463,740 - 799,896.0
40749,13200,670 - 739,5.0
40750,9452,740 - 799,64.0
40758,59618,740 - 799,5.0
40763,51320,300 - 579,3.0
40768,18113,800 - 850,0.0
40771,28197,670 - 739,7.0
40774,47166,670 - 739,725976183.0
40777,50458,580 - 669,8958955.0
40778,33641,670 - 739,271964753.0
40788,14242,580 - 669,669.0
40789,33896,300 - 579,23816265.0
