transaction_id,account_id,transaction_type,amount,transaction_date
27196,34390,Purchase,3.0,1984-08-02
27200,31395,Financial,12.0,1980-01-11
27202,39289,Purchase,817490052.0,1994-01-03
27207,26172,Subscription,573.0,1986-08-27
27210,431,Online,110449.0,2005-05-07
27213,59963,Online,98.0,2005-05-09
27223,33581,Online,51.0,2004-10-14
27226,32050,Subscription,563731.0,2016-11-12
27235,24395,Payment ,4207.0,2017-07-08
27237,25401,Online,670903118.0,1995-11-21
27248,2561,Online,6.0,1992-02-27
27250,42683,Purchase,2442734.0,2021-09-11
27251,29707,Investment,7.0,2009-06-18
27258,63409,Wire,1.0,1987-09-28
27260,10107,Financial,54382.0,2004-12-05
27267,49261,Financial,8.0,1976-08-12
27272,58098,Purchase,0.0,1985-04-14
27280,6385,Credit,681121706.0,1992-02-11
27285,11527,Wire,13790.0,2014-07-16
27289,33903,Online,4208.0,1991-07-22
27303,39411,Investment,9302.0,1990-07-26
27305,35139,Payment ,6.0,1986-10-06
27309,22595,Payment ,25.0,2014-11-05
27311,55403,Financial,577453234.0,2001-06-24
27319,5790,Credit,55.0,1992-01-21
27320,41344,Payment ,19869.0,1994-04-13
27326,36323,Subscription,675420.0,2022-04-14
27345,15557,Wire,44682.0,1975-10-24
27353,2420,Payment ,5.0,1989-02-12
27363,3732,Online,341.0,1972-05-21
27366,32570,Wire,26478.0,2013-12-16
27374,11186,Payment ,9.0,1975-07-13
27396,18087,Payment ,12424.0,2013-05-24
27400,56245,Online,8454.0,2011-02-19
27402,53370,Online,60761549.0,1984-12-07
27409,57514,Wire,5.0,2003-03-10
27411,18449,Credit,84.0,2006-08-15
27416,15446,Online,162.0,1983-12-13
27422,20200,Payment ,888.0,1995-06-03
27432,31926,Payment ,833.0,1994-05-19
27441,36641,Subscription,1.0,2004-06-24
27445,12668,Purchase,46758246.0,1980-01-16
27446,15308,Credit,616351.0,1982-12-12
27448,59558,Subscription,30165.0,2003-10-15
27449,7249,Online,1070708.0,2009-11-09
27456,11187,Subscription,5240.0,1986-02-05
27476,23750,Credit,15672.0,2007-10-10
27479,58783,Investment,52390879.0,1984-03-04
27486,2786,Wire,28007.0,2004-01-28
27494,41553,Credit,291677738.0,2015-11-23
27498,28033,Credit,62328.0,1991-03-31
27513,41805,Investment,82469.0,1970-01-21
27519,27236,Payment ,152879.0,2022-02-16
27522,30468,Investment,377478.0,1997-08-31
27524,10653,Investment,9937.0,2019-09-17
27528,59889,Purchase,729767.0,1986-02-09
27530,62502,Purchase,962661621.0,2015-05-28
27554,14314,Wire,14257.0,1999-12-09
27557,43177,Wire,892804.0,2017-06-26
27568,25124,Wire,458.0,1986-06-29
27574,58514,Investment,758895594.0,1991-04-11
27579,59857,Online,683493017.0,1976-04-18
27585,9621,Investment,8.0,1971-09-25
27590,26742,Investment,3.0,1977-03-09
27597,38770,Payment ,9.0,1997-04-29
27606,33977,Payment ,551737929.0,2005-08-08
27619,60204,Investment,3541538.0,2016-02-06
27625,63468,Wire,9161561.0,1994-06-16
27626,16231,Investment,48.0,2022-04-04
27627,35652,Wire,5.0,1976-05-25
27629,34659,Wire,563.0,1994-02-02
27638,17066,Subscription,610.0,1976-08-16
27641,14889,Purchase,42121151.0,2013-12-04
27642,60359,Payment ,5915.0,2002-05-28
27648,21291,Online,59544.0,2014-09-25
27654,58351,Credit,648.0,1980-06-08
27669,42410,Purchase,5.0,2009-10-11
27680,30416,Credit,51844844.0,1976-11-05
27681,57114,Purchase,31220803.0,1996-09-02
27688,60631,Purchase,22708.0,2016-03-15
27694,44141,Financial,1547.0,1998-09-17
27699,46977,Purchase,43120106.0,1997-10-14
27706,20130,Credit,130001.0,2015-03-15
27714,43705,Investment,538510.0,1988-02-29
27719,59233,Subscription,487.0,1984-06-18
27727,2071,Subscription,3.0,2004-02-13
27728,35410,Investment,95110074.0,2020-02-28
27730,42191,Financial,624.0,2021-10-26
27731,46081,Subscription,1405545.0,2017-11-02
27739,63753,Credit,849070.0,1982-03-07
27742,56787,Purchase,45295.0,1984-05-03
27755,58371,Investment,1404050.0,2008-01-07
27766,5747,Credit,30215.0,1972-11-23
27779,1499,Payment ,78392.0,2023-04-05
27784,46861,Investment,55.0,2016-07-26
27785,17687,Payment ,944590888.0,1989-07-26
27793,22625,Online,8829.0,1999-06-10
27796,28931,Online,241663723.0,2016-02-07
27799,23739,Online,523793473.0,2018-10-19
27826,12727,Online,6107924.0,1993-03-01
27830,59564,Investment,67376.0,1980-02-09
27831,30017,Wire,5346479.0,1978-11-18
27848,43050,Payment ,5985.0,2016-11-09
27850,51854,Purchase,792399124.0,1995-06-19
27860,29625,Financial,2.0,1976-10-30
27866,40913,Wire,4666.0,1981-10-30
27868,38559,Subscription,633170.0,2017-06-24
27870,33340,Financial,2914.0,1999-01-19
27877,45444,Financial,6.0,1979-04-25
27884,5392,Financial,89112.0,1992-11-11
27890,51878,Investment,107906.0,1994-02-28
27894,23352,Investment,207.0,2017-07-12
27897,58216,Online,562164.0,1990-07-11
27906,20727,Credit,1.0,1975-02-26
27910,45055,Credit,612190980.0,1975-04-12
27918,56506,Wire,56.0,1971-08-30
27924,41455,Purchase,51395.0,1974-06-12
27932,45946,Purchase,73.0,2002-01-31
27933,30745,Payment ,4677519.0,2023-11-07
27934,55858,Wire,82163.0,2013-12-03
27935,50834,Credit,259692044.0,1985-10-28
27942,24762,Financial,8877667.0,1972-02-26
27944,2161,Subscription,6.0,1986-02-28
27945,41298,Financial,76527209.0,2002-08-31
27947,6404,Subscription,117.0,1973-12-31
27954,53716,Credit,48183.0,1980-10-07
27959,37609,Credit,6364567.0,1999-10-25
27968,45097,Payment ,299840.0,2003-12-21
27970,50768,Wire,1430610.0,1993-06-16
27973,13889,Investment,3363788.0,1991-09-10
27981,13533,Financial,37341823.0,1995-01-09
27992,22344,Credit,678.0,1980-09-03
28001,55903,Subscription,8131.0,2007-01-09
28005,17812,Payment ,422980.0,1979-07-15
28007,11564,Financial,9091748.0,2021-02-22
28009,16770,Wire,3430651.0,2022-06-09
28014,8727,Wire,719847839.0,2013-12-31
28017,4661,Credit,808742.0,2017-09-01
28018,62546,Purchase,180520464.0,2005-09-30
28026,6972,Financial,24892241.0,1992-01-10
28034,35574,Credit,503573.0,2020-11-21
28037,39069,Investment,32.0,2002-11-16
28046,56040,Online,1107.0,1988-08-02
28050,54911,Payment ,753549265.0,2021-04-03
28060,53851,Purchase,42332378.0,2005-01-07
28066,23585,Subscription,2.0,2013-03-19
28072,2024,Wire,501.0,2005-05-03
28086,45966,Online,10997.0,1974-04-07
28098,20928,Purchase,569.0,1978-02-13
28113,5990,Subscription,62022676.0,2008-05-20
28115,34667,Purchase,12439810.0,2001-10-20
28124,48281,Wire,692765426.0,1998-12-22
28127,64455,Purchase,2022509.0,1980-07-01
28128,3814,Investment,442.0,1980-09-30
28136,34369,Credit,42217.0,1985-05-25
28142,41674,Purchase,582.0,2023-12-09
28145,38022,Online,590720931.0,2005-07-08
28157,429,Online,4896.0,2006-02-04
28166,38418,Credit,433.0,1990-08-22
28168,34122,Financial,8.0,2003-04-30
28169,50750,Financial,79626413.0,1992-10-23
28174,4293,Credit,193.0,1982-12-14
28177,57343,Purchase,137121.0,2003-06-18
28178,60262,Credit,7.0,2009-04-15
28179,54272,Payment ,101.0,1973-01-26
28186,36291,Subscription,247.0,1970-04-07
28189,54556,Credit,7741816.0,1988-05-29
28195,43626,Purchase,9414.0,1991-01-20
28207,26740,Subscription,999340925.0,1997-03-12
28208,35469,Payment ,8.0,1976-06-21
28218,9051,Wire,466.0,2006-03-28
28221,29125,Credit,48577.0,1979-10-08
28241,58904,Online,6260.0,2018-01-08
28242,11510,Online,98806610.0,1992-10-31
28244,18561,Purchase,755.0,1996-07-09
28249,13157,Purchase,11.0,1984-08-30
28257,57889,Investment,4465254.0,1997-05-29
28264,20116,Credit,2172294.0,1972-02-12
28271,54500,Credit,1044.0,2008-02-24
28299,16563,Financial,728.0,2013-03-14
28320,39724,Credit,250.0,1978-06-04
28353,5875,Wire,442695.0,2015-12-11
28358,41705,Subscription,52810873.0,1985-09-17
28369,1498,Online,574769.0,1973-10-21
28370,47515,Payment ,1277.0,2000-09-30
28371,55005,Purchase,955.0,1974-04-30
28377,45937,Subscription,416448.0,1971-08-02
28392,15084,Subscription,220107997.0,2006-06-06
28399,18932,Investment,29.0,2012-04-22
28401,4894,Payment ,5633.0,2006-01-22
28404,48383,Wire,84.0,2020-08-02
28406,62564,Payment ,52944.0,1971-05-05
28408,14998,Purchase,1884.0,2018-01-03
28414,62034,Payment ,70497.0,2017-01-08
28442,65317,Wire,84565066.0,1980-09-04
28444,17312,Online,9509367.0,1987-03-26
28450,15965,Online,302196021.0,1994-09-21
28461,48992,Subscription,182688.0,2011-06-24
28467,28040,Purchase,35.0,1990-08-28
28470,57214,Online,734001883.0,1995-05-24
28472,21243,Purchase,328.0,2015-04-20
28479,35024,Payment ,223256340.0,2009-05-05
28485,44943,Investment,3668547.0,1992-10-21
28488,44680,Subscription,338181133.0,2023-02-19
28498,30344,Credit,20378.0,2021-06-03
28503,50549,Wire,80.0,2017-06-08
28507,13448,Subscription,6.0,2001-02-11
28508,35954,Payment ,3.0,1985-10-24
28516,53930,Credit,28070178.0,1997-05-03
28518,2337,Online,70.0,1975-04-11
28522,49779,Investment,501.0,1988-07-09
28527,32042,Wire,710.0,1991-02-10
28531,48168,Investment,18.0,1998-07-14
28535,53390,Payment ,440442931.0,1978-12-11
28540,24491,Subscription,8319218.0,1990-06-14
28542,44288,Investment,689.0,1984-07-24
28546,4495,Payment ,425888930.0,2023-02-07
28553,43027,Wire,17.0,1978-01-30
28554,24878,Wire,5.0,1991-12-30
28555,46095,Payment ,28330712.0,2004-06-12
28556,37513,Purchase,240.0,2018-08-03
28557,14002,Online,982362.0,1998-11-07
28573,34736,Financial,757.0,1992-07-11
28577,36270,Online,54849.0,2018-02-22
28578,52885,Investment,32556977.0,2014-03-27
28582,22814,Payment ,95770.0,1990-10-01
28598,40570,Subscription,52.0,1970-06-04
28599,33900,Purchase,52916595.0,2022-03-18
28601,60581,Investment,9943.0,1996-01-10
28604,41553,Payment ,51349992.0,2015-08-12
28613,52739,Wire,4206965.0,1977-11-24
28631,40622,Subscription,20065.0,2016-08-06
28649,59109,Subscription,253697618.0,1996-12-05
28653,49534,Subscription,672177.0,1989-02-19
28655,23794,Subscription,573926501.0,1994-04-27
28665,54500,Purchase,59715926.0,2020-05-21
28670,11447,Credit,60.0,2015-01-05
28671,39640,Subscription,915275732.0,1970-04-28
28685,31964,Subscription,50.0,1988-06-13
28691,10243,Purchase,6031.0,1995-09-25
28692,23126,Financial,2.0,2008-01-08
28699,31066,Investment,215644.0,2019-11-21
28705,37185,Investment,70330.0,1994-07-07
28716,17172,Wire,290.0,2018-02-06
28726,52625,Subscription,56496010.0,2019-02-14
28732,47695,Wire,35198208.0,1978-04-10
28739,9060,Wire,7.0,1984-08-03
28741,24866,Online,86919.0,2008-04-30
28752,17504,Investment,85053.0,1997-10-04
28758,6754,Credit,53965.0,1988-03-17
28764,29338,Purchase,44772784.0,1984-06-06
28778,31694,Subscription,16821.0,2003-11-28
28787,6826,Purchase,703276.0,1979-10-21
28796,31437,Wire,1.0,2011-06-13
28801,65242,Wire,0.0,2007-07-20
28803,5392,Financial,6197971.0,1998-04-30
28805,60680,Payment ,312.0,1974-12-22
28806,7958,Investment,654134.0,1996-06-19
28813,25372,Financial,1860.0,2014-09-03
28823,39587,Financial,8600.0,2014-09-10
28824,17813,Credit,90951.0,1998-08-16
28825,38767,Financial,8910818.0,1983-11-03
28838,53316,Wire,4.0,2010-12-03
28857,37715,Purchase,73581.0,1978-05-22
28863,15479,Wire,25646.0,1994-09-12
28872,39934,Credit,0.0,1982-12-04
28879,29369,Wire,4820502.0,2018-10-15
28881,55410,Investment,511351113.0,1980-09-16
28882,5662,Subscription,67349.0,1998-07-19
28889,13530,Credit,91275828.0,1981-04-11
28891,15744,Purchase,872.0,2007-11-26
28892,45721,Online,842.0,1974-03-18
28895,27073,Subscription,117.0,1972-11-11
28898,7450,Payment ,840478.0,2002-09-26
28899,17813,Credit,807956084.0,2017-05-20
28902,64681,Credit,95363.0,1993-12-25
28905,38920,Wire,997816595.0,1999-10-30
28910,36687,Payment ,717914.0,1995-04-19
28922,16329,Payment ,0.0,2023-09-08
28925,20391,Financial,391720.0,1997-06-25
28928,40109,Purchase,14508.0,1985-10-25
28935,63641,Purchase,42233.0,2010-12-20
28936,4961,Purchase,4803.0,1975-02-10
28938,32534,Subscription,0.0,2023-07-22
28951,44750,Credit,52871099.0,2016-02-05
28954,5875,Subscription,4806916.0,2004-09-13
28962,53669,Subscription,257059.0,2011-03-08
28969,42919,Subscription,3651.0,1994-05-18
28995,61757,Investment,9591752.0,2015-12-07
29003,46024,Subscription,95.0,1989-05-04
29006,46669,Financial,420296745.0,1986-07-27
29010,57595,Credit,856.0,1998-09-18
29017,21275,Financial,1389.0,2005-10-11
29018,23389,Subscription,0.0,1986-04-10
29019,27399,Subscription,4106.0,1985-07-13
29029,3378,Subscription,21.0,1970-10-22
29031,45151,Financial,71651209.0,2016-12-23
29043,1809,Subscription,9945.0,2005-07-14
29056,23388,Credit,31613179.0,2010-10-24
29057,54739,Online,85609863.0,2006-12-27
29065,41733,Subscription,44135.0,2005-03-01
29073,32176,Financial,3.0,1976-05-01
29082,30512,Investment,315812.0,1988-07-19
29086,52363,Online,860.0,1974-03-26
29090,60814,Wire,6407005.0,2023-10-15
29094,28106,Purchase,6386.0,2017-03-13
29098,6613,Online,7701567.0,2002-11-21
29111,414,Financial,7.0,2006-07-26
29129,57315,Credit,5279.0,1993-02-10
29132,26601,Subscription,560746.0,2014-04-20
29134,30425,Online,37.0,2013-10-29
29144,17542,Online,60788.0,2023-09-30
29150,6210,Financial,620.0,1990-11-01
29152,33556,Subscription,2.0,2002-12-06
29169,34688,Online,5.0,2019-06-06
29173,32279,Purchase,1.0,1991-04-14
29179,45899,Financial,8.0,1972-08-30
29194,21630,Payment ,4303.0,2015-12-21
29203,12318,Purchase,925361103.0,2002-06-11
29204,53017,Wire,186.0,2009-11-26
29205,18501,Wire,25909808.0,2005-02-02
29228,42108,Purchase,7292294.0,1978-07-14
29237,13817,Credit,4940747.0,1994-11-11
29239,21801,Payment ,2.0,2020-04-28
29246,8823,Subscription,45574907.0,2002-04-06
29249,28848,Payment ,93.0,1985-11-14
29253,43337,Purchase,5580.0,1997-08-04
29257,57868,Financial,69254884.0,1970-12-23
29260,53858,Subscription,386.0,2003-01-14
29264,24854,Subscription,4.0,2010-08-31
29266,51570,Investment,252349.0,1974-02-15
29267,34771,Purchase,2.0,1986-02-25
29284,3527,Credit,38044815.0,1983-03-13
29285,12951,Payment ,73037.0,1983-11-11
29287,62088,Purchase,76216698.0,2016-03-18
29291,64944,Purchase,8444785.0,1986-02-25
29293,15786,Subscription,99113.0,2005-03-25
29295,32350,Online,84005.0,1991-07-30
29306,26644,Subscription,236014250.0,1973-01-21
29308,9765,Wire,3.0,1998-12-11
29310,13166,Payment ,5227.0,2007-10-08
29317,18024,Online,2833123.0,2023-09-14
29331,63873,Online,80256.0,1988-07-03
29340,10901,Wire,92.0,2020-06-19
29342,34844,Credit,925258771.0,2000-05-14
29358,41299,Credit,20382976.0,1981-09-09
29359,57459,Payment ,140028.0,1979-02-01
29374,58498,Purchase,334647614.0,1991-10-10
29378,25969,Purchase,4681.0,1985-02-03
29382,56434,Subscription,792359985.0,2017-12-08
29390,45934,Online,70496.0,1995-04-09
29394,10061,Payment ,0.0,1990-06-13
29399,53257,Credit,143158301.0,2010-04-07
29405,3663,Wire,997675818.0,2008-10-22
29407,5447,Subscription,9526.0,2013-05-18
29417,46588,Payment ,37100.0,1971-07-26
29418,59626,Wire,1952369.0,2015-10-13
29427,53573,Credit,51.0,2015-04-16
29430,27294,Wire,588546.0,1980-05-06
29434,34454,Financial,4073385.0,1986-09-24
29439,11889,Payment ,257291206.0,2009-10-18
29457,32930,Online,131774.0,1997-02-12
29461,21509,Purchase,762120231.0,2022-05-29
29463,55033,Financial,9261352.0,1988-11-22
29480,34620,Purchase,888878148.0,1974-10-08
29483,2701,Payment ,201.0,2005-06-25
29493,1206,Credit,146254010.0,1985-09-25
29494,18807,Purchase,719080.0,1993-09-10
29498,27808,Online,35.0,1989-05-21
29499,42081,Investment,885108.0,2012-10-14
29505,54665,Financial,5.0,2018-07-03
29528,57742,Credit,240796.0,2005-07-30
29540,45054,Purchase,442768.0,2001-11-16
29543,6923,Wire,687.0,2000-02-04
29551,65251,Wire,9635.0,1992-12-03
29560,8519,Wire,99916.0,2004-05-25
29565,10496,Investment,2662.0,2003-01-28
29568,29058,Wire,9.0,1986-03-23
29572,51999,Financial,800.0,1981-04-14
29577,15404,Online,276812.0,1991-01-17
29578,59793,Purchase,7.0,2017-10-05
29589,38408,Investment,3995.0,1994-09-18
29592,21564,Investment,280334962.0,1983-10-01
29603,48806,Purchase,930.0,1974-01-11
29614,47053,Payment ,924.0,2013-03-14
29617,60631,Online,28652536.0,1993-11-15
29620,24885,Purchase,46726393.0,2001-10-29
29622,17307,Financial,31.0,2001-06-04
29627,37183,Wire,869579.0,1993-10-15
29645,316,Investment,5777195.0,2006-10-13
29646,5630,Online,67117.0,2006-08-04
29650,29296,Payment ,4936.0,2011-07-03
29658,3982,Wire,289894836.0,1972-12-04
29661,52040,Online,53353415.0,1976-01-31
29662,63852,Wire,573047587.0,1995-11-03
29665,26905,Subscription,759940.0,2003-01-16
29667,37770,Investment,1544.0,2020-03-09
29675,44996,Credit,78934464.0,1980-03-04
29677,51333,Credit,642967.0,1989-08-29
29687,28064,Online,7.0,2020-08-13
29689,12808,Wire,49493229.0,2023-03-25
29695,59946,Payment ,915593859.0,2013-07-05
29697,39445,Investment,211225785.0,1998-05-22
29703,56907,Credit,403405112.0,1992-05-19
29705,55156,Payment ,99404495.0,1994-01-13
29710,54456,Investment,2794099.0,2021-09-15
29730,22484,Wire,713406.0,1985-04-23
29738,55,Investment,7.0,1993-03-05
29743,58361,Payment ,94348396.0,2015-06-10
29748,63835,Investment,50129005.0,1975-03-28
29756,32297,Credit,875.0,1983-05-25
29761,34536,Investment,1.0,1980-08-23
29763,52661,Online,419537.0,1991-08-20
29771,50755,Financial,968343588.0,2005-01-20
29781,23832,Online,757239061.0,1974-08-21
29782,56808,Credit,850488582.0,1987-04-15
29789,60161,Payment ,33498121.0,1970-09-25
29793,60594,Financial,341.0,1974-02-16
29796,35736,Purchase,948973.0,1990-11-18
29806,793,Subscription,719.0,2000-09-02
29808,18087,Purchase,2694.0,2012-11-22
29853,34454,Purchase,968595.0,2020-12-21
29862,17575,Financial,48568819.0,1997-06-29
29867,14635,Investment,12.0,2023-07-14
29870,38191,Financial,5937.0,1993-06-09
29872,18806,Financial,394215334.0,2011-02-16
29892,45869,Wire,585.0,2013-07-31
29895,63322,Payment ,36.0,2005-07-13
29899,48338,Wire,2130766.0,1975-05-12
29901,36014,Purchase,59636354.0,1979-10-25
29916,23253,Payment ,86191.0,1980-04-01
29917,63413,Subscription,193.0,1988-09-04
29919,15132,Purchase,54083424.0,1984-09-25
29920,35271,Purchase,61.0,2018-05-06
29922,49832,Payment ,64854.0,2008-03-19
29929,19020,Payment ,9093593.0,1999-02-17
29955,18824,Payment ,60.0,1976-08-19
29957,39749,Purchase,85.0,2002-09-24
29959,29258,Subscription,37.0,2016-01-03
29977,60814,Credit,502694.0,1978-09-27
29983,54123,Payment ,90618.0,1975-02-10
29987,26016,Financial,740831825.0,1971-02-01
29991,40598,Online,4718.0,2022-11-25
29997,1999,Subscription,6017.0,2021-06-27
30003,50830,Purchase,255881751.0,1990-02-04
30011,63043,Investment,3130344.0,2005-01-13
30013,51662,Payment ,7637229.0,1996-05-12
30024,63046,Payment ,20251.0,1979-06-30
30028,23379,Payment ,6303884.0,2011-07-02
30031,4702,Online,1497165.0,2000-11-14
30040,27937,Wire,1867816.0,1996-03-01
30051,62511,Financial,6.0,2019-10-02
30061,13734,Wire,9808361.0,2009-01-08
30085,48948,Wire,600.0,2002-12-08
30099,65511,Credit,509476.0,1977-05-15
30105,59963,Credit,74542974.0,1972-02-13
30106,2543,Financial,8.0,2020-08-07
30111,53188,Wire,67206.0,1981-03-12
30113,38966,Credit,2672198.0,2007-03-05
30116,29118,Wire,939267.0,2016-08-14
30118,42493,Financial,3056464.0,2017-10-13
30124,1445,Investment,2.0,1994-09-07
30140,20912,Purchase,29541.0,2012-05-04
30142,39256,Credit,9428.0,2006-11-29
30148,41019,Purchase,71.0,1994-11-09
30158,13901,Financial,96664.0,2015-12-27
30160,10618,Online,724.0,2016-10-13
30165,65432,Credit,44.0,1985-09-03
30167,61405,Payment ,98.0,2002-11-05
30173,7278,Subscription,73535.0,2018-01-01
30181,38512,Credit,6986662.0,2017-09-27
30190,37574,Investment,790575.0,1993-10-28
30193,28053,Financial,8718991.0,1981-09-28
30211,16897,Investment,447559924.0,2013-08-31
30212,63267,Payment ,6708379.0,1971-08-30
30222,1000,Investment,36359.0,2019-02-07
30239,56305,Payment ,2896085.0,1986-03-29
30254,30522,Subscription,509763847.0,1970-11-26
30263,44196,Online,528.0,2009-03-31
30267,25042,Credit,448.0,1980-04-30
30270,32503,Wire,840.0,1995-04-21
30288,26016,Credit,189.0,2016-11-24
30292,61569,Subscription,97837201.0,2022-02-16
30305,31079,Wire,337896.0,2019-04-14
30360,48295,Payment ,746944.0,2019-09-16
30364,50378,Wire,673022325.0,1981-05-28
30367,9195,Investment,67.0,1975-01-09
30368,19087,Financial,95604.0,1990-01-21
30369,42459,Financial,36.0,1980-06-23
30378,49159,Online,3774798.0,2016-12-16
30383,7481,Credit,307892.0,1998-03-02
30411,20277,Financial,5.0,2000-03-18
30416,46035,Payment ,636307185.0,2002-03-25
30427,59082,Payment ,4479206.0,2004-06-05
30429,11560,Wire,157.0,1984-11-29
30432,44729,Online,77.0,2005-09-09
30438,49360,Credit,27330425.0,2000-12-18
30458,1119,Financial,7456407.0,2006-11-21
30471,59339,Investment,503596.0,2012-02-27
30474,21126,Credit,3.0,1995-09-02
30477,27150,Subscription,2764772.0,1989-10-24
30480,53017,Subscription,564871595.0,1983-11-30
30481,49736,Credit,0.0,2023-10-29
30492,59841,Payment ,134.0,1991-07-05
30496,36036,Credit,1.0,1993-03-21
30501,33470,Payment ,60058.0,2007-01-18
30505,41289,Credit,52971443.0,2010-07-29
30506,38119,Financial,52.0,2010-05-24
30509,1647,Financial,85.0,1986-03-24
30514,45775,Credit,35397.0,2001-04-20
30515,54878,Payment ,5795.0,2015-06-16
30532,19402,Online,26651097.0,1993-08-30
30542,49869,Subscription,332904820.0,2014-10-30
30551,29653,Online,86.0,1985-04-01
30557,21547,Financial,62842602.0,1987-04-27
30558,17744,Wire,6995405.0,1974-08-14
30563,4841,Payment ,45002668.0,1979-10-11
30583,28284,Financial,8039.0,2007-03-02
30597,41083,Purchase,755545532.0,1976-02-15
30598,62404,Subscription,29196617.0,2005-07-14
30605,43222,Payment ,1899381.0,2003-10-26
30617,61212,Wire,2085957.0,2002-06-24
30636,10032,Subscription,13220078.0,1982-10-05
30645,44003,Purchase,573854469.0,1994-04-08
30649,1282,Purchase,298878636.0,1973-07-01
30650,38951,Credit,939.0,1976-10-11
30664,38819,Online,424527105.0,2007-12-07
30669,44122,Wire,7689116.0,2015-01-16
30684,56135,Financial,52.0,2005-08-01
30688,21018,Investment,62.0,2002-06-29
30691,682,Wire,982178901.0,2021-09-12
30699,7611,Payment ,750210212.0,2003-08-25
30700,13764,Subscription,57.0,2006-06-14
30703,38894,Financial,59.0,1974-09-17
30707,2467,Financial,405262572.0,2009-12-20
30718,35823,Online,4041025.0,1985-02-22
30720,40764,Payment ,60934685.0,2002-10-16
30726,43991,Online,6984.0,1995-12-26
30731,25504,Purchase,97.0,1986-09-28
30733,62114,Wire,3730.0,2013-03-10
30735,22892,Subscription,6.0,2000-09-01
30737,44271,Purchase,96799.0,1974-08-02
30739,22646,Payment ,4.0,2000-10-16
30741,50549,Credit,10.0,2013-01-07
30744,26841,Wire,47214.0,2011-06-09
30746,2518,Investment,72947400.0,2014-03-02
30766,51869,Wire,385921988.0,1979-01-21
30771,20969,Payment ,8768.0,1990-01-27
30774,12467,Credit,68608564.0,1973-04-27
30779,2245,Investment,296315095.0,2002-07-21
30798,31791,Payment ,7.0,1977-06-26
30810,21495,Investment,671.0,1992-01-05
30814,15484,Credit,717.0,2023-08-01
30816,35855,Wire,293819590.0,2001-11-10
30822,60325,Purchase,8.0,1975-11-01
30823,21594,Subscription,69467323.0,1970-02-03
30830,62963,Wire,866359.0,1985-01-02
30855,13811,Purchase,1878436.0,1988-08-21
30863,31026,Financial,66411.0,1996-05-22
30865,54677,Wire,1590.0,1983-07-26
30868,14166,Credit,913917.0,1979-10-11
30878,9746,Wire,48716629.0,2018-01-02
30882,57505,Purchase,4.0,1970-06-28
30892,26412,Wire,709.0,1998-12-19
30896,20533,Credit,35978.0,1986-05-26
30898,56787,Online,744466698.0,1991-05-03
30901,14446,Credit,384105.0,2008-10-26
30908,39340,Payment ,7762.0,2008-03-16
30925,59846,Wire,395453196.0,2001-12-10
30926,27994,Payment ,194.0,1999-07-03
30932,61954,Payment ,9.0,2001-09-09
30952,49832,Investment,834014.0,2014-09-09
30956,35635,Subscription,510783.0,2004-03-13
30972,4904,Credit,2554.0,1992-03-28
30974,41973,Investment,278.0,2022-05-18
30975,29252,Financial,99.0,1998-07-06
30978,27172,Financial,4845541.0,1998-01-07
30992,6467,Purchase,470138.0,1983-07-02
30997,47024,Purchase,97875175.0,2002-10-18
31015,10070,Subscription,51.0,1987-12-30
31022,23787,Subscription,9069556.0,1978-11-14
31047,34106,Investment,91085471.0,2012-04-21
31055,37203,Financial,6254764.0,2022-11-11
31061,12060,Online,71276557.0,1975-06-12
31063,53980,Payment ,99342886.0,2012-03-16
31073,42434,Subscription,3.0,2015-08-18
31098,10119,Payment ,740246016.0,2022-03-15
31103,9164,Subscription,3.0,1979-06-22
31108,5310,Credit,42336219.0,1982-06-03
31115,38747,Payment ,49678.0,2005-05-05
31117,54140,Wire,884294199.0,2000-02-28
31119,49900,Wire,10.0,1995-12-30
31124,41196,Purchase,7455.0,1973-04-11
31127,14080,Payment ,42.0,1979-12-20
31137,41576,Subscription,87385.0,1995-12-06
31148,44550,Financial,99489.0,1990-09-21
31156,26035,Online,84.0,1970-07-07
31158,19374,Wire,59433.0,2005-03-10
31185,28267,Online,92239591.0,1983-12-27
31190,15366,Online,1607424.0,2020-10-12
31193,16082,Online,7.0,2023-11-25
31208,25012,Investment,34312365.0,2015-11-23
31210,18842,Investment,735081607.0,1998-04-30
31212,19875,Credit,24453718.0,1971-09-05
31236,54468,Online,906972249.0,2005-05-31
31247,36986,Wire,0.0,1987-03-16
31250,29069,Financial,89.0,2021-02-13
31251,3977,Payment ,4295.0,1998-03-01
31267,64665,Investment,83458579.0,1978-05-23
31268,13582,Investment,8974.0,1972-09-14
31278,32174,Subscription,869157.0,1971-09-19
31280,37551,Subscription,43819.0,1993-09-22
31286,2447,Subscription,614.0,2017-10-19
31294,39064,Credit,2.0,1981-07-18
31295,22801,Online,75.0,2003-11-14
31299,840,Subscription,3.0,2004-10-10
31315,40396,Payment ,269179.0,1985-08-20
31320,50138,Payment ,793609297.0,2014-11-04
31322,30547,Online,179502186.0,1986-04-26
31334,50305,Online,145.0,2015-10-16
31342,26968,Credit,23.0,2006-10-16
31346,24304,Payment ,13.0,2020-09-20
31353,37402,Wire,6119560.0,2022-11-21
31364,29498,Payment ,9687.0,1986-11-01
31369,2137,Subscription,1.0,2009-11-01
31370,25023,Payment ,531143357.0,1986-05-28
